Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Houston,Weekly,"2021-02-07 00:00:00",Organic,1.473176531,13331.23,9168.70,1117.40,0.00,3045.13,,,
Indianapolis,Weekly,"2021-02-07 00:00:00",Conventional,0.771811614,323325.64,103315.29,161589.73,1076.93,57343.69,,,
Indianapolis,Weekly,"2021-02-07 00:00:00",Organic,1.445155412,9490.12,92.09,4962.85,0.00,4435.18,,,
Jacksonville,Weekly,"2021-02-07 00:00:00",Conventional,0.785165450,341645.79,222063.59,20374.22,262.04,98945.94,,,
Jacksonville,Weekly,"2021-02-07 00:00:00",Organic,1.072719145,10449.58,43.51,329.55,0.00,10076.52,,,
"Las Vegas",Weekly,"2021-02-07 00:00:00",Conventional,0.863666065,506532.81,105460.93,251236.17,8588.04,141247.67,,,
"Las Vegas",Weekly,"2021-02-07 00:00:00",Organic,1.493099957,15700.75,6972.18,1797.39,0.00,6931.18,,,
"Los Angeles",Weekly,"2021-02-07 00:00:00",Conventional,0.901462025,4475126.02,2005415.06,526049.03,821090.78,1122571.15,,,
"Los Angeles",Weekly,"2021-02-07 00:00:00",Organic,1.719291514,148014.26,61415.44,33027.65,7.00,53564.18,,,
Louisville,Weekly,"2021-02-07 00:00:00",Conventional,0.801549548,156963.75,41827.69,78807.61,89.79,36238.65,,,
Louisville,Weekly,"2021-02-07 00:00:00",Organic,1.717918995,6171.46,2.84,4647.96,0.00,1520.66,,,
"Miami/Ft. Lauderdale",Weekly,"2021-02-07 00:00:00",Conventional,0.854010713,1315729.93,918799.41,92361.37,88.21,304478.80,,,
"Miami/Ft. Lauderdale",Weekly,"2021-02-07 00:00:00",Organic,1.024367808,57685.85,497.47,14066.77,0.00,43121.61,,,
Midsouth,Weekly,"2021-02-07 00:00:00",Conventional,0.882190936,5269457.03,2125666.37,1449250.36,16633.90,1677905.23,,,
Midsouth,Weekly,"2021-02-07 00:00:00",Organic,1.265376357,283162.04,40424.37,63275.48,124.76,179337.43,,,
Nashville,Weekly,"2021-02-07 00:00:00",Conventional,0.838077945,363002.90,181511.99,89187.52,261.82,92041.57,,,
Nashville,Weekly,"2021-02-07 00:00:00",Organic,1.541529951,16900.93,288.46,9659.28,0.00,6953.19,,,
"New Orleans/Mobile",Weekly,"2021-02-07 00:00:00",Conventional,0.650835274,448510.16,240189.83,40454.01,80.43,167785.89,,,
"New Orleans/Mobile",Weekly,"2021-02-07 00:00:00",Organic,0.923299067,15566.53,144.80,374.71,0.00,15047.02,,,
"New York",Weekly,"2021-02-07 00:00:00",Conventional,1.038054039,2597827.09,86723.94,1680835.52,866.78,829330.90,,,
"New York",Weekly,"2021-02-07 00:00:00",Organic,1.392804406,157343.53,12568.48,12070.14,727.39,131977.52,,,
Northeast,Weekly,"2021-02-07 00:00:00",Conventional,1.035307812,7321837.66,694233.03,4593407.51,7133.23,2026773.07,,,
Northeast,Weekly,"2021-02-07 00:00:00",Organic,1.408837390,398316.94,26251.11,31348.17,737.56,339975.59,,,
"Northern New England",Weekly,"2021-02-07 00:00:00",Conventional,0.879488582,737615.85,24861.78,636364.80,115.30,76273.97,,,
"Northern New England",Weekly,"2021-02-07 00:00:00",Organic,1.552478142,19335.50,1853.48,640.43,0.00,16841.59,,,
Orlando,Weekly,"2021-02-07 00:00:00",Conventional,0.808174403,800287.23,519672.92,33403.22,246.89,246907.93,,,
Orlando,Weekly,"2021-02-07 00:00:00",Organic,1.032515470,27441.67,107.70,190.05,0.00,27143.91,,,
Peoria/Springfield,Weekly,"2021-02-07 00:00:00",Conventional,0.732261250,183484.31,81744.91,60329.15,580.47,40829.78,,,
Peoria/Springfield,Weekly,"2021-02-07 00:00:00",Organic,1.410206407,4522.51,265.96,1311.95,0.00,2944.60,,,
Philadelphia,Weekly,"2021-02-07 00:00:00",Conventional,0.977822805,775203.11,140044.94,354432.12,416.41,280309.65,,,
Philadelphia,Weekly,"2021-02-07 00:00:00",Organic,1.510084997,33092.34,3527.44,4513.78,0.00,25051.13,,,
Phoenix/Tucson,Weekly,"2021-02-07 00:00:00",Conventional,0.651097315,1746097.02,722178.19,816684.34,8923.34,198311.15,,,
Phoenix/Tucson,Weekly,"2021-02-07 00:00:00",Organic,1.293883656,33122.46,12178.75,4558.46,0.00,16385.25,,,
Pittsburgh,Weekly,"2021-02-07 00:00:00",Conventional,0.934909537,166084.92,98254.85,23506.58,42.30,44281.20,,,
Pittsburgh,Weekly,"2021-02-07 00:00:00",Organic,1.325313533,12901.92,3199.88,2.83,0.00,9699.20,,,
Plains,Weekly,"2021-02-07 00:00:00",Conventional,0.844769336,2785067.39,1114016.76,934419.31,6188.71,730442.61,,,
Plains,Weekly,"2021-02-07 00:00:00",Organic,1.375173280,47808.32,13078.06,2992.45,10.32,31727.49,,,
Portland,Weekly,"2021-02-07 00:00:00",Conventional,0.919172935,876715.90,451635.65,295552.03,34645.56,94882.65,,,
Portland,Weekly,"2021-02-07 00:00:00",Organic,1.672512265,49106.15,13988.03,30506.06,0.00,4612.06,,,
Providence,Weekly,"2021-02-07 00:00:00",Conventional,1.351721529,108399.87,6270.23,82208.52,20.33,19900.80,,,
Providence,Weekly,"2021-02-07 00:00:00",Organic,1.278268074,8998.74,11.72,31.53,0.00,8955.50,,,
Raleigh/Greensboro,Weekly,"2021-02-07 00:00:00",Conventional,0.820475812,651979.23,310444.66,98190.86,4073.78,239269.94,,,
Raleigh/Greensboro,Weekly,"2021-02-07 00:00:00",Organic,1.354654546,25569.24,11553.44,5163.57,42.30,8809.92,,,
Richmond/Norfolk,Weekly,"2021-02-07 00:00:00",Conventional,0.824392062,429513.71,165428.96,152612.06,856.86,110615.83,,,
Richmond/Norfolk,Weekly,"2021-02-07 00:00:00",Organic,0.957654601,35731.90,4010.22,4890.69,1.09,26829.90,,,
Roanoke,Weekly,"2021-02-07 00:00:00",Conventional,0.827563860,244824.14,102576.08,91151.54,92.49,51004.03,,,
Roanoke,Weekly,"2021-02-07 00:00:00",Organic,1.080618219,15148.93,1193.44,4291.16,0.00,9664.33,,,
Sacramento,Weekly,"2021-02-07 00:00:00",Conventional,1.034242423,729202.47,192519.40,395702.34,12830.48,128150.24,,,
Sacramento,Weekly,"2021-02-07 00:00:00",Organic,1.748487429,22128.66,5955.72,3747.42,3.72,12421.80,,,
"San Diego",Weekly,"2021-02-07 00:00:00",Conventional,0.969569377,792629.74,235169.64,177666.28,118086.70,261707.12,,,
"San Diego",Weekly,"2021-02-07 00:00:00",Organic,1.771961739,35710.33,9744.46,8737.54,0.00,17228.33,,,
"San Francisco",Weekly,"2021-02-07 00:00:00",Conventional,0.992503232,1272951.41,265715.01,787269.78,18785.56,201181.05,,,
"San Francisco",Weekly,"2021-02-07 00:00:00",Organic,1.797020313,77265.70,21554.27,10449.35,1.35,45260.73,,,
Seattle,Weekly,"2021-02-07 00:00:00",Conventional,1.112355390,712936.21,265641.10,368601.18,3527.05,75166.88,,,
Seattle,Weekly,"2021-02-07 00:00:00",Organic,1.332713104,118205.00,27510.56,79779.42,10.12,10904.91,,,
"South Carolina",Weekly,"2021-02-07 00:00:00",Conventional,0.860349887,672900.97,370424.69,98914.18,1289.24,202272.86,,,
"South Carolina",Weekly,"2021-02-07 00:00:00",Organic,1.391877125,23555.91,6143.80,5443.39,36.12,11932.59,,,
"South Central",Weekly,"2021-02-07 00:00:00",Conventional,0.657795599,7891775.60,4114786.70,1644720.02,204611.71,1926624.84,,,
"South Central",Weekly,"2021-02-07 00:00:00",Organic,1.277966835,151375.06,25406.32,17931.85,1934.52,106102.37,,,
Southeast,Weekly,"2021-02-07 00:00:00",Conventional,0.813267589,7342794.31,4712184.86,676855.70,3214.86,1950382.24,,,
Southeast,Weekly,"2021-02-07 00:00:00",Organic,1.125222378,255799.46,15041.90,46953.62,40.00,193763.94,,,
Spokane,Weekly,"2021-02-07 00:00:00",Conventional,0.942567050,103361.62,40996.69,47504.16,106.10,14754.67,,,
Spokane,Weekly,"2021-02-07 00:00:00",Organic,1.911915800,4210.64,743.52,2636.05,0.00,831.08,,,
"St. Louis",Weekly,"2021-02-07 00:00:00",Conventional,0.763130423,323959.17,221369.23,20742.36,239.04,81608.54,,,
"St. Louis",Weekly,"2021-02-07 00:00:00",Organic,1.781503862,6541.35,2030.29,845.90,0.00,3665.16,,,
Syracuse,Weekly,"2021-02-07 00:00:00",Conventional,1.040466615,125107.27,14938.59,67165.23,475.69,42527.75,,,
Syracuse,Weekly,"2021-02-07 00:00:00",Organic,1.524467529,4646.35,263.57,174.20,0.00,4208.58,,,
Tampa,Weekly,"2021-02-07 00:00:00",Conventional,0.785313567,879124.33,602918.05,34234.92,100.25,241862.65,,,
Tampa,Weekly,"2021-02-07 00:00:00",Organic,0.832369607,29800.18,93.94,198.45,0.00,29507.79,,,
Toledo,Weekly,"2021-02-07 00:00:00",Conventional,0.761413142,177665.88,47613.29,82321.34,19150.27,28580.99,,,
Toledo,Weekly,"2021-02-07 00:00:00",Organic,1.339370402,5095.27,273.76,2375.66,0.00,2445.85,,,
"Total U.S.",Weekly,"2021-02-07 00:00:00",Conventional,0.854015508,54570859.14,21576084.46,17904766.61,2095928.53,12992238.72,,,
"Total U.S.",Weekly,"2021-02-07 00:00:00",Organic,1.384605650,2138360.70,476176.90,461198.71,4034.31,1196946.27,,,
West,Weekly,"2021-02-07 00:00:00",Conventional,0.835409410,9251918.93,3809882.03,3683014.75,146102.43,1612559.89,,,
West,Weekly,"2021-02-07 00:00:00",Organic,1.382125658,405787.87,142965.42,164401.87,1172.00,97248.57,,,
"West Tex/New Mexico",Weekly,"2021-02-07 00:00:00",Conventional,0.644886763,1294376.75,590292.98,326361.97,21918.74,354813.90,,,
"West Tex/New Mexico",Weekly,"2021-02-07 00:00:00",Organic,1.101023901,33980.08,7860.87,1276.47,2185.84,22656.90,,,
Wichita,Weekly,"2021-02-07 00:00:00",Conventional,0.763820605,136043.46,62917.01,35271.02,200.99,37654.43,,,
Wichita,Weekly,"2021-02-07 00:00:00",Organic,1.388579918,3153.77,2124.07,27.34,0.00,1002.36,,,
Albany,Weekly,"2021-02-14 00:00:00",Conventional,1.000152671,139714.65,7673.21,108301.97,57.33,23682.13,,,
Albany,Weekly,"2021-02-14 00:00:00",Organic,1.388618059,3223.78,183.35,292.93,0.00,2747.50,,,
Atlanta,Weekly,"2021-02-14 00:00:00",Conventional,0.841508465,828032.86,436190.58,170836.88,114.48,220890.92,,,
Atlanta,Weekly,"2021-02-14 00:00:00",Organic,1.539678610,32147.09,480.62,18913.91,0.00,12752.57,,,
Baltimore/Washington,Weekly,"2021-02-14 00:00:00",Conventional,1.042667387,1157981.07,271738.44,439443.51,3864.84,442824.10,,,
Baltimore/Washington,Weekly,"2021-02-14 00:00:00",Organic,1.228972787,83948.47,1141.45,6586.59,0.00,76220.44,,,
Birmingham/Montgomery,Weekly,"2021-02-14 00:00:00",Conventional,0.813127833,368129.70,235962.01,18935.28,125.90,113071.29,,,
Birmingham/Montgomery,Weekly,"2021-02-14 00:00:00",Organic,1.175071437,12266.28,138.72,810.74,0.00,11316.82,,,
Boise,Weekly,"2021-02-14 00:00:00",Conventional,1.010711580,120705.97,56640.25,24164.79,10463.59,29437.33,,,
Boise,Weekly,"2021-02-14 00:00:00",Organic,1.659521426,6327.16,20.27,4748.69,0.00,1558.20,,,
Boston,Weekly,"2021-02-14 00:00:00",Conventional,1.133892440,866766.66,45997.88,658021.28,183.81,162563.70,,,
Boston,Weekly,"2021-02-14 00:00:00",Organic,1.549482691,43659.59,212.60,3309.59,0.00,40137.40,,,
Buffalo/Rochester,Weekly,"2021-02-14 00:00:00",Conventional,1.051676861,199208.23,20235.34,63590.74,2339.03,113043.13,,,
Buffalo/Rochester,Weekly,"2021-02-14 00:00:00",Organic,1.557268978,14376.24,814.46,88.93,0.00,13463.95,,,
California,Weekly,"2021-02-14 00:00:00",Conventional,1.156290653,6105811.93,2235936.11,1513721.00,983226.43,1372928.38,,,
California,Weekly,"2021-02-14 00:00:00",Organic,1.782680469,332633.73,123971.96,52827.20,17.43,155817.15,,,
Charlotte,Weekly,"2021-02-14 00:00:00",Conventional,1.008027021,347539.36,165419.10,45299.05,3999.92,132821.30,,,
Charlotte,Weekly,"2021-02-14 00:00:00",Organic,1.445345110,20461.10,7077.43,5625.40,40.71,7717.56,,,
Chicago,Weekly,"2021-02-14 00:00:00",Conventional,1.091826087,840355.63,203797.72,304216.74,102098.54,230242.64,,,
Chicago,Weekly,"2021-02-14 00:00:00",Organic,1.251839875,86136.22,47109.67,17749.62,0.00,21276.94,,,
Cincinnati/Dayton,Weekly,"2021-02-14 00:00:00",Conventional,0.909413779,312882.45,131285.80,143575.77,529.74,37491.13,,,
Cincinnati/Dayton,Weekly,"2021-02-14 00:00:00",Organic,1.632632556,18538.91,662.35,14749.62,0.00,3126.94,,,
Columbus,Weekly,"2021-02-14 00:00:00",Conventional,0.887306268,253816.17,97569.88,107533.85,234.18,48478.26,,,
Columbus,Weekly,"2021-02-14 00:00:00",Organic,1.553707737,10887.48,1443.18,5584.84,0.00,3859.46,,,
"Dallas/Ft. Worth",Weekly,"2021-02-14 00:00:00",Conventional,0.735469690,1852477.67,884087.05,494093.95,14507.84,459788.82,,,
"Dallas/Ft. Worth",Weekly,"2021-02-14 00:00:00",Organic,1.382303135,75804.14,35626.43,8800.72,467.16,30909.83,,,
Denver,Weekly,"2021-02-14 00:00:00",Conventional,0.903512306,1101090.83,343249.94,458638.20,21795.30,277407.39,,,
Denver,Weekly,"2021-02-14 00:00:00",Organic,1.368803906,41166.49,27991.21,1774.51,0.00,11400.77,,,
Detroit,Weekly,"2021-02-14 00:00:00",Conventional,0.930572390,449833.87,139068.96,161182.13,59971.07,89611.70,,,
Detroit,Weekly,"2021-02-14 00:00:00",Organic,1.216389043,24239.56,2664.70,6670.06,0.00,14904.80,,,
"Grand Rapids",Weekly,"2021-02-14 00:00:00",Conventional,1.163340004,183522.88,16764.48,68058.80,66210.28,32489.32,,,
"Grand Rapids",Weekly,"2021-02-14 00:00:00",Organic,1.138758715,7598.81,25.38,749.18,0.00,6824.25,,,
"Great Lakes",Weekly,"2021-02-14 00:00:00",Conventional,0.941762669,4034536.72,1211876.34,1574490.37,349061.03,899108.97,,,
"Great Lakes",Weekly,"2021-02-14 00:00:00",Organic,1.341201556,217614.27,64626.19,62782.50,0.00,90205.59,,,
Harrisburg/Scranton,Weekly,"2021-02-14 00:00:00",Conventional,0.967681912,462896.76,185390.59,134683.64,214.33,142608.20,,,
Harrisburg/Scranton,Weekly,"2021-02-14 00:00:00",Organic,1.193398368,22863.22,876.31,603.17,0.00,21383.75,,,
Hartford/Springfield,Weekly,"2021-02-14 00:00:00",Conventional,1.234606414,412766.92,11015.53,307139.07,281.22,94331.10,,,
Hartford/Springfield,Weekly,"2021-02-14 00:00:00",Organic,1.584329333,23222.21,323.50,7317.66,0.00,15581.05,,,
Houston,Weekly,"2021-02-14 00:00:00",Conventional,0.665144467,1405450.43,714353.39,440869.61,7584.16,242643.27,,,
Houston,Weekly,"2021-02-14 00:00:00",Organic,1.476283393,19542.07,14703.99,1446.18,0.00,3391.89,,,
Indianapolis,Weekly,"2021-02-14 00:00:00",Conventional,0.834760170,254710.44,88314.87,107386.13,631.63,58377.81,,,
Indianapolis,Weekly,"2021-02-14 00:00:00",Organic,1.461143970,10035.85,1135.09,4101.69,0.00,4799.08,,,
Jacksonville,Weekly,"2021-02-14 00:00:00",Conventional,0.869020508,257995.59,171552.03,11175.84,209.52,75058.21,,,
Jacksonville,Weekly,"2021-02-14 00:00:00",Organic,1.189153788,9107.22,59.74,335.34,0.00,8712.13,,,
"Las Vegas",Weekly,"2021-02-14 00:00:00",Conventional,0.859570258,449545.36,108477.12,194910.68,4149.75,142007.81,,,
"Las Vegas",Weekly,"2021-02-14 00:00:00",Organic,1.485648724,16378.97,7737.97,1491.02,0.00,7149.98,,,
"Los Angeles",Weekly,"2021-02-14 00:00:00",Conventional,1.114793818,3050479.53,1180184.11,408918.66,739148.13,722228.63,,,
"Los Angeles",Weekly,"2021-02-14 00:00:00",Organic,1.750036784,136985.71,66256.56,20243.28,11.19,50474.68,,,
Louisville,Weekly,"2021-02-14 00:00:00",Conventional,0.904048145,146348.60,47600.36,62849.37,42.84,35856.02,,,
Louisville,Weekly,"2021-02-14 00:00:00",Organic,1.708693724,5615.25,34.43,4169.74,0.00,1411.08,,,
"Miami/Ft. Lauderdale",Weekly,"2021-02-14 00:00:00",Conventional,0.863219111,1130534.95,798746.12,44373.03,153.10,287259.94,,,
"Miami/Ft. Lauderdale",Weekly,"2021-02-14 00:00:00",Organic,1.106825968,43812.27,397.26,1769.29,0.00,41645.71,,,
Midsouth,Weekly,"2021-02-14 00:00:00",Conventional,0.966300809,4380293.62,1696447.75,1266559.39,15676.78,1401499.50,,,
Midsouth,Weekly,"2021-02-14 00:00:00",Organic,1.286885209,273120.83,38376.46,60805.15,146.34,173792.88,,,
Nashville,Weekly,"2021-02-14 00:00:00",Conventional,0.860026824,328737.87,162120.26,75390.27,12.71,91214.63,,,
Nashville,Weekly,"2021-02-14 00:00:00",Organic,1.526667210,15102.94,238.11,8258.26,0.00,6606.57,,,
"New Orleans/Mobile",Weekly,"2021-02-14 00:00:00",Conventional,0.744089704,344209.84,194007.20,26126.27,47.29,124027.32,,,
"New Orleans/Mobile",Weekly,"2021-02-14 00:00:00",Organic,1.032564003,15147.88,883.01,1064.00,0.00,13200.88,,,
"New York",Weekly,"2021-02-14 00:00:00",Conventional,1.044933695,2412846.94,72873.00,1504048.64,1423.22,834502.08,,,
"New York",Weekly,"2021-02-14 00:00:00",Organic,1.377144052,138866.34,11033.50,13228.45,608.63,113995.75,,,
Northeast,Weekly,"2021-02-14 00:00:00",Conventional,1.047734314,6782940.79,644035.93,4107809.00,7697.20,2023294.59,,,
Northeast,Weekly,"2021-02-14 00:00:00",Organic,1.432541213,346510.64,23641.42,32900.89,616.78,289342.54,,,
"Northern New England",Weekly,"2021-02-14 00:00:00",Conventional,0.994079974,609694.53,23163.26,509749.78,235.63,76545.86,,,
"Northern New England",Weekly,"2021-02-14 00:00:00",Organic,1.641307270,18737.98,1840.85,592.62,0.00,16304.51,,,
Orlando,Weekly,"2021-02-14 00:00:00",Conventional,0.838329803,662693.95,431100.58,15315.31,205.48,216057.80,,,
Orlando,Weekly,"2021-02-14 00:00:00",Organic,1.107561043,27373.76,87.34,250.95,0.00,27035.47,,,
Peoria/Springfield,Weekly,"2021-02-14 00:00:00",Conventional,0.796440218,135712.22,60394.74,37636.75,190.90,37489.83,,,
Peoria/Springfield,Weekly,"2021-02-14 00:00:00",Organic,1.413954207,3772.14,413.14,791.84,0.00,2567.15,,,
Philadelphia,Weekly,"2021-02-14 00:00:00",Conventional,0.923827655,808488.42,157497.35,323910.76,367.75,326712.57,,,
Philadelphia,Weekly,"2021-02-14 00:00:00",Organic,1.543113951,29083.21,3193.02,4926.79,0.00,20963.40,,,
Phoenix/Tucson,Weekly,"2021-02-14 00:00:00",Conventional,0.699954947,1451226.48,527457.72,714982.70,21356.40,187429.65,,,
Phoenix/Tucson,Weekly,"2021-02-14 00:00:00",Organic,1.300144465,29178.23,9996.93,4002.63,0.00,15178.67,,,
Pittsburgh,Weekly,"2021-02-14 00:00:00",Conventional,1.128294424,120551.82,56015.64,19939.13,9.70,44587.35,,,
Pittsburgh,Weekly,"2021-02-14 00:00:00",Organic,1.308014573,12095.59,2762.56,4.25,0.00,9328.78,,,
Plains,Weekly,"2021-02-14 00:00:00",Conventional,0.899732813,2131359.18,930272.26,545409.36,5439.32,650238.24,,,
Plains,Weekly,"2021-02-14 00:00:00",Organic,1.362677616,45383.13,11929.08,2195.38,17.16,31241.52,,,
Portland,Weekly,"2021-02-14 00:00:00",Conventional,1.067379597,711002.11,312173.50,278629.49,32143.65,88055.48,,,
Portland,Weekly,"2021-02-14 00:00:00",Organic,1.672055311,45248.61,7615.27,33236.21,0.00,4397.13,,,
Providence,Weekly,"2021-02-14 00:00:00",Conventional,1.227685321,129361.67,9221.66,102639.43,48.96,17451.62,,,
Providence,Weekly,"2021-02-14 00:00:00",Organic,1.307477440,7325.10,3.90,20.08,0.00,7301.13,,,
Raleigh/Greensboro,Weekly,"2021-02-14 00:00:00",Conventional,1.015554272,444602.46,211943.97,69457.72,4196.41,159004.36,,,
Raleigh/Greensboro,Weekly,"2021-02-14 00:00:00",Organic,1.417889456,25224.79,9955.64,5124.75,61.85,10082.55,,,
Richmond/Norfolk,Weekly,"2021-02-14 00:00:00",Conventional,0.982110071,329044.64,113481.42,134325.15,817.02,80421.05,,,
Richmond/Norfolk,Weekly,"2021-02-14 00:00:00",Organic,0.999068964,32462.68,6085.76,4084.52,14.22,22278.19,,,
Roanoke,Weekly,"2021-02-14 00:00:00",Conventional,0.954621284,196798.16,81071.89,68951.06,79.83,46695.38,,,
Roanoke,Weekly,"2021-02-14 00:00:00",Organic,1.118677770,13711.88,1315.85,3652.34,0.00,8743.69,,,
Sacramento,Weekly,"2021-02-14 00:00:00",Conventional,1.060232363,518127.63,175814.74,227345.53,9897.64,105069.72,,,
Sacramento,Weekly,"2021-02-14 00:00:00",Organic,1.630083098,24876.17,7097.00,3815.58,4.95,13958.64,,,
"San Diego",Weekly,"2021-02-14 00:00:00",Conventional,1.175807382,523144.12,167540.89,143385.11,104969.25,107248.87,,,
"San Diego",Weekly,"2021-02-14 00:00:00",Organic,1.766942886,34101.01,10151.50,7386.94,0.00,16562.57,,,
"San Francisco",Weekly,"2021-02-14 00:00:00",Conventional,1.411718474,715502.80,221915.94,315593.23,15527.01,162466.61,,,
"San Francisco",Weekly,"2021-02-14 00:00:00",Organic,1.878254921,76463.90,19369.31,10012.48,0.00,47082.11,,,
Seattle,Weekly,"2021-02-14 00:00:00",Conventional,1.242789482,603390.37,214994.11,307488.77,3319.31,77588.17,,,
Seattle,Weekly,"2021-02-14 00:00:00",Organic,1.406488944,97006.25,22494.11,65092.11,83.17,9336.86,,,
"South Carolina",Weekly,"2021-02-14 00:00:00",Conventional,0.923693841,535222.05,298503.02,72385.49,1403.91,162929.63,,,
"South Carolina",Weekly,"2021-02-14 00:00:00",Organic,1.433473513,24258.70,5948.86,6311.69,86.25,11911.91,,,
"South Central",Weekly,"2021-02-14 00:00:00",Conventional,0.701103242,7196043.47,3876055.60,1421474.05,118874.28,1778126.08,,,
"South Central",Weekly,"2021-02-14 00:00:00",Organic,1.315448358,203113.53,66504.28,24998.47,2439.67,109171.12,,,
Southeast,Weekly,"2021-02-14 00:00:00",Conventional,0.840898492,6001567.60,3807400.97,478345.23,2922.22,1712839.21,,,
Southeast,Weekly,"2021-02-14 00:00:00",Organic,1.213010679,226683.18,9029.78,36678.11,97.92,180877.37,,,
Spokane,Weekly,"2021-02-14 00:00:00",Conventional,1.014455175,84372.81,39955.59,29805.31,187.88,14424.03,,,
Spokane,Weekly,"2021-02-14 00:00:00",Organic,1.874094947,4587.53,1866.96,1816.13,0.00,904.44,,,
"St. Louis",Weekly,"2021-02-14 00:00:00",Conventional,0.764279502,234887.99,149352.80,18797.01,313.42,66424.77,,,
"St. Louis",Weekly,"2021-02-14 00:00:00",Organic,1.662255042,5858.66,1532.13,626.98,0.00,3699.54,,,
Syracuse,Weekly,"2021-02-14 00:00:00",Conventional,1.053670602,94399.32,9670.47,47459.88,412.95,36856.02,,,
Syracuse,Weekly,"2021-02-14 00:00:00",Organic,1.511559361,4259.93,273.39,83.00,0.00,3903.53,,,
Tampa,Weekly,"2021-02-14 00:00:00",Conventional,0.805696505,664529.60,445341.17,19889.89,52.19,199242.12,,,
Tampa,Weekly,"2021-02-14 00:00:00",Organic,0.951236175,24135.52,115.40,215.25,0.00,23804.87,,,
Toledo,Weekly,"2021-02-14 00:00:00",Conventional,0.826785414,140492.11,38440.10,63404.86,9264.60,29382.55,,,
Toledo,Weekly,"2021-02-14 00:00:00",Organic,1.367108139,5009.69,175.17,2278.79,0.00,2555.72,,,
"Total U.S.",Weekly,"2021-02-14 00:00:00",Conventional,0.925453170,44346645.68,17420101.68,13917141.18,1630060.48,11377483.52,,,
"Total U.S.",Weekly,"2021-02-14 00:00:00",Organic,1.426030979,1999407.53,454665.57,415311.26,4962.57,1124459.12,,,
West,Weekly,"2021-02-14 00:00:00",Conventional,0.885670116,7714092.38,3018076.71,3009332.77,147163.22,1539448.56,,,
West,Weekly,"2021-02-14 00:00:00",Organic,1.451989352,354348.22,116586.41,142123.58,1627.27,94010.95,,,
"West Tex/New Mexico",Weekly,"2021-02-14 00:00:00",Conventional,0.703416669,1121965.90,579144.46,189597.66,11767.66,340188.76,,,
"West Tex/New Mexico",Weekly,"2021-02-14 00:00:00",Organic,1.142279273,31680.21,6538.87,820.64,2758.56,21562.14,,,
Wichita,Weekly,"2021-02-14 00:00:00",Conventional,0.781162184,121164.93,58777.03,29710.14,353.35,32324.41,,,
Wichita,Weekly,"2021-02-14 00:00:00",Organic,1.366841843,3092.19,2210.92,16.59,0.00,864.68,,,
Albany,Weekly,"2021-02-21 00:00:00",Conventional,1.037516059,143015.41,7135.31,110600.97,37.16,25241.98,,,
Albany,Weekly,"2021-02-21 00:00:00",Organic,1.410657075,3476.77,170.88,388.84,0.00,2917.04,,,
Atlanta,Weekly,"2021-02-21 00:00:00",Conventional,0.891120408,814957.17,514148.07,105956.23,310.12,194542.75,,,
Atlanta,Weekly,"2021-02-21 00:00:00",Organic,1.635792686,30984.04,141.02,18488.01,0.00,12355.00,,,
Baltimore/Washington,Weekly,"2021-02-21 00:00:00",Conventional,1.143532046,991288.70,239907.79,391193.36,4471.21,355716.34,,,
Baltimore/Washington,Weekly,"2021-02-21 00:00:00",Organic,1.245002792,85627.31,1043.67,5941.95,6.91,78634.78,,,
Birmingham/Montgomery,Weekly,"2021-02-21 00:00:00",Conventional,0.834670607,384594.97,264265.07,14732.80,317.22,105169.06,,,
Birmingham/Montgomery,Weekly,"2021-02-21 00:00:00",Organic,1.205294080,11914.18,96.14,901.69,0.00,10916.35,,,
Boise,Weekly,"2021-02-21 00:00:00",Conventional,0.892884901,138740.38,74063.20,26046.43,10551.87,28078.88,,,
Boise,Weekly,"2021-02-21 00:00:00",Organic,1.612721751,6566.79,88.93,4612.01,0.00,1865.85,,,
Boston,Weekly,"2021-02-21 00:00:00",Conventional,1.276819181,686542.80,24768.47,500605.73,225.95,160942.66,,,
Boston,Weekly,"2021-02-21 00:00:00",Organic,1.420704352,47961.46,265.38,3376.16,0.00,44319.92,,,
Buffalo/Rochester,Weekly,"2021-02-21 00:00:00",Conventional,1.085491682,190634.35,18594.48,64503.49,2414.33,105122.05,,,
Buffalo/Rochester,Weekly,"2021-02-21 00:00:00",Organic,1.570483624,17193.50,868.53,142.43,0.00,16172.54,,,
California,Weekly,"2021-02-21 00:00:00",Conventional,1.186870677,6161974.08,2433154.29,1806565.95,566000.54,1356253.31,,,
California,Weekly,"2021-02-21 00:00:00",Organic,1.632381725,349089.88,138177.82,48113.75,10.29,162788.03,,,
Charlotte,Weekly,"2021-02-21 00:00:00",Conventional,1.046651241,369836.20,181819.52,54180.06,4444.59,129392.03,,,
Charlotte,Weekly,"2021-02-21 00:00:00",Organic,1.467082250,19430.66,4403.26,5223.10,48.83,9755.48,,,
Chicago,Weekly,"2021-02-21 00:00:00",Conventional,1.280299440,804107.66,185707.92,256034.74,111869.44,250495.57,,,
Chicago,Weekly,"2021-02-21 00:00:00",Organic,1.554563814,54955.26,20746.24,12382.52,0.00,21826.50,,,
