Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Raleigh/Greensboro,Weekly,"2021-11-14 00:00:00",Conventional,1.227977462,362225.95,158700.32,67909.73,6227.14,129388.75,,,
Raleigh/Greensboro,Weekly,"2021-11-14 00:00:00",Organic,1.667295685,23269.03,288.91,3766.85,26.99,19186.28,,,
Richmond/Norfolk,Weekly,"2021-11-14 00:00:00",Conventional,1.126956849,273584.92,130439.91,56556.73,1448.90,85139.37,,,
Richmond/Norfolk,Weekly,"2021-11-14 00:00:00",Organic,1.446795223,19175.93,60.29,2965.77,0.00,16149.87,,,
Roanoke,Weekly,"2021-11-14 00:00:00",Conventional,1.076008373,168342.26,86277.48,29814.24,393.05,51857.49,,,
Roanoke,Weekly,"2021-11-14 00:00:00",Organic,1.785441919,7183.78,188.24,2314.56,0.00,4680.98,,,
Sacramento,Weekly,"2021-11-14 00:00:00",Conventional,1.581142992,358936.47,112500.81,152024.17,5891.80,88519.70,,,
Sacramento,Weekly,"2021-11-14 00:00:00",Organic,1.939805540,20298.05,5848.91,2887.90,3.72,11557.51,,,
"San Diego",Weekly,"2021-11-14 00:00:00",Conventional,1.258365417,508968.07,200346.03,56606.27,56662.19,195353.58,,,
"San Diego",Weekly,"2021-11-14 00:00:00",Organic,2.087456672,27290.53,10228.67,6875.92,0.00,10185.93,,,
"San Francisco",Weekly,"2021-11-14 00:00:00",Conventional,1.593532776,631898.26,207124.10,279858.66,11487.60,133427.91,,,
"San Francisco",Weekly,"2021-11-14 00:00:00",Organic,2.154729617,66242.61,22709.62,6089.60,1.35,37442.04,,,
Seattle,Weekly,"2021-11-14 00:00:00",Conventional,1.465702835,526577.69,183750.33,247631.95,3904.99,91290.42,,,
Seattle,Weekly,"2021-11-14 00:00:00",Organic,2.340028077,40294.66,21680.96,10711.40,0.00,7902.30,,,
"South Carolina",Weekly,"2021-11-14 00:00:00",Conventional,1.148823605,425273.16,220933.00,68058.38,2217.29,134064.50,,,
"South Carolina",Weekly,"2021-11-14 00:00:00",Organic,1.537716914,30882.59,3375.60,4301.49,21.11,23184.40,,,
"South Central",Weekly,"2021-11-14 00:00:00",Conventional,0.955953220,4537123.87,2309555.61,562656.36,77262.64,1586788.41,,,
"South Central",Weekly,"2021-11-14 00:00:00",Organic,1.498379443,141798.62,37197.61,5555.89,0.00,99045.12,,,
Southeast,Weekly,"2021-11-14 00:00:00",Conventional,1.088758324,4232011.45,2692257.37,387044.85,22827.83,1129876.80,,,
Southeast,Weekly,"2021-11-14 00:00:00",Organic,1.086536359,454103.87,31221.07,24181.77,22.53,398678.49,,,
Spokane,Weekly,"2021-11-14 00:00:00",Conventional,1.294732684,75152.68,33007.25,29485.66,12.31,12647.47,,,
Spokane,Weekly,"2021-11-14 00:00:00",Organic,1.817707699,3040.63,1303.96,597.95,0.00,1138.73,,,
"St. Louis",Weekly,"2021-11-14 00:00:00",Conventional,1.001034381,188062.49,114387.98,14204.79,1048.70,58421.02,,,
"St. Louis",Weekly,"2021-11-14 00:00:00",Organic,2.100834949,7001.79,1131.10,2831.73,0.00,3038.96,,,
Syracuse,Weekly,"2021-11-14 00:00:00",Conventional,1.181022217,76750.63,18827.48,24431.26,265.07,33226.82,,,
Syracuse,Weekly,"2021-11-14 00:00:00",Organic,1.704684736,3702.94,287.63,147.93,0.00,3267.38,,,
Tampa,Weekly,"2021-11-14 00:00:00",Conventional,1.085511601,437908.08,300890.65,13690.67,3102.75,120224.01,,,
Tampa,Weekly,"2021-11-14 00:00:00",Organic,0.871724073,73093.46,2611.45,102.90,0.00,70379.11,,,
Toledo,Weekly,"2021-11-14 00:00:00",Conventional,1.011134043,129241.91,79097.86,14866.44,4132.93,31144.68,,,
Toledo,Weekly,"2021-11-14 00:00:00",Organic,1.586531648,3719.32,17.63,1741.72,0.00,1959.97,,,
"Total U.S.",Weekly,"2021-11-14 00:00:00",Conventional,1.162855896,33929775.75,14621112.60,8145557.34,934071.11,10227694.19,,,
"Total U.S.",Weekly,"2021-11-14 00:00:00",Organic,1.589465328,1869049.88,397089.55,252193.82,253.20,1219508.83,,,
West,Weekly,"2021-11-14 00:00:00",Conventional,1.121773144,6357080.56,2747418.11,1972812.85,111757.67,1524616.87,,,
West,Weekly,"2021-11-14 00:00:00",Organic,1.877068993,251348.65,119237.98,43103.23,1.41,89006.04,,,
"West Tex/New Mexico",Weekly,"2021-11-14 00:00:00",Conventional,0.964425888,802671.11,362160.10,114706.69,14606.26,310207.92,,,
"West Tex/New Mexico",Weekly,"2021-11-14 00:00:00",Organic,1.158584259,33283.95,8452.39,1040.05,0.00,23791.51,,,
Wichita,Weekly,"2021-11-14 00:00:00",Conventional,0.944765684,96171.20,51995.96,8582.29,649.73,34943.23,,,
Wichita,Weekly,"2021-11-14 00:00:00",Organic,1.851641222,2326.92,1495.79,5.44,0.00,825.69,,,
Albany,Weekly,"2021-11-21 00:00:00",Conventional,1.099995382,107039.82,31810.60,50739.64,630.91,23858.68,,,
Albany,Weekly,"2021-11-21 00:00:00",Organic,1.679786559,3188.53,185.04,294.39,0.00,2709.10,,,
Atlanta,Weekly,"2021-11-21 00:00:00",Conventional,1.068284248,612862.67,369039.78,130495.98,2262.75,111064.17,,,
Atlanta,Weekly,"2021-11-21 00:00:00",Organic,1.838716263,26117.03,1674.81,13143.83,0.00,11298.38,,,
Baltimore/Washington,Weekly,"2021-11-21 00:00:00",Conventional,1.410723853,792248.42,211309.66,226497.62,7067.26,347373.87,,,
Baltimore/Washington,Weekly,"2021-11-21 00:00:00",Organic,1.818061421,44671.42,778.95,7293.68,9.20,36589.60,,,
Birmingham/Montgomery,Weekly,"2021-11-21 00:00:00",Conventional,1.052076663,251012.04,151150.64,31093.29,1619.21,67042.55,,,
Birmingham/Montgomery,Weekly,"2021-11-21 00:00:00",Organic,1.561566646,10047.86,1789.44,652.50,0.00,7605.92,,,
Boise,Weekly,"2021-11-21 00:00:00",Conventional,1.373276562,86462.67,40498.60,15235.58,10085.14,20643.36,,,
Boise,Weekly,"2021-11-21 00:00:00",Organic,1.856745984,6436.59,1120.74,2362.69,0.00,2953.16,,,
Boston,Weekly,"2021-11-21 00:00:00",Conventional,1.492234308,504288.43,52069.76,303644.12,2158.92,146415.64,,,
Boston,Weekly,"2021-11-21 00:00:00",Organic,1.873051838,30533.14,295.12,1916.36,0.00,28321.65,,,
Buffalo/Rochester,Weekly,"2021-11-21 00:00:00",Conventional,1.276729911,154226.16,17494.02,41998.91,692.13,94041.09,,,
Buffalo/Rochester,Weekly,"2021-11-21 00:00:00",Organic,1.726883247,10955.46,946.09,62.48,0.00,9944.68,,,
California,Weekly,"2021-11-21 00:00:00",Conventional,1.406067534,4852664.90,2204828.07,881767.55,473538.32,1292530.95,,,
California,Weekly,"2021-11-21 00:00:00",Organic,1.945620474,303677.65,136315.74,30912.36,21.91,136427.64,,,
Charlotte,Weekly,"2021-11-21 00:00:00",Conventional,1.311566777,263966.57,107573.31,47186.41,4357.11,104849.74,,,
Charlotte,Weekly,"2021-11-21 00:00:00",Organic,1.702063837,17671.46,42.45,3167.04,31.32,14430.65,,,
Chicago,Weekly,"2021-11-21 00:00:00",Conventional,1.413448059,581796.76,117164.33,185551.39,79078.41,200002.63,,,
Chicago,Weekly,"2021-11-21 00:00:00",Organic,1.317000182,71873.43,28148.19,26745.76,0.00,16979.49,,,
Cincinnati/Dayton,Weekly,"2021-11-21 00:00:00",Conventional,1.085637103,255278.66,160244.66,59675.32,664.37,34694.30,,,
Cincinnati/Dayton,Weekly,"2021-11-21 00:00:00",Organic,1.893552554,13307.90,1869.54,8838.09,0.00,2600.27,,,
Columbus,Weekly,"2021-11-21 00:00:00",Conventional,1.071086967,215658.37,130906.26,42522.67,812.70,41416.75,,,
Columbus,Weekly,"2021-11-21 00:00:00",Organic,1.789908078,7911.02,678.04,4445.70,0.00,2787.29,,,
"Dallas/Ft. Worth",Weekly,"2021-11-21 00:00:00",Conventional,0.869364566,1149481.64,581583.72,196761.37,13103.16,358033.40,,,
"Dallas/Ft. Worth",Weekly,"2021-11-21 00:00:00",Organic,1.513761265,40835.31,12194.78,892.94,0.00,27747.59,,,
Denver,Weekly,"2021-11-21 00:00:00",Conventional,1.169488610,830409.82,270153.96,288093.67,30057.96,242104.23,,,
Denver,Weekly,"2021-11-21 00:00:00",Organic,1.792615892,30918.94,24118.65,1179.57,0.00,5620.73,,,
Detroit,Weekly,"2021-11-21 00:00:00",Conventional,1.089918387,378159.16,195777.53,59472.26,19048.01,103861.36,,,
Detroit,Weekly,"2021-11-21 00:00:00",Organic,1.356844124,19144.67,879.26,4830.41,0.00,13435.00,,,
"Grand Rapids",Weekly,"2021-11-21 00:00:00",Conventional,1.467717862,115020.62,20673.39,21408.77,22302.10,50636.37,,,
"Grand Rapids",Weekly,"2021-11-21 00:00:00",Organic,1.165128893,9393.25,29.00,746.84,0.00,8617.41,,,
"Great Lakes",Weekly,"2021-11-21 00:00:00",Conventional,1.168117885,3111864.80,1316022.95,768042.36,173592.06,854207.43,,,
"Great Lakes",Weekly,"2021-11-21 00:00:00",Organic,1.438443540,188510.93,45316.35,59552.39,0.00,83642.19,,,
Harrisburg/Scranton,Weekly,"2021-11-21 00:00:00",Conventional,1.121356872,312714.36,127787.54,76798.79,1110.97,107006.27,,,
Harrisburg/Scranton,Weekly,"2021-11-21 00:00:00",Organic,1.620314618,13638.87,288.59,536.05,0.00,12814.23,,,
Hartford/Springfield,Weekly,"2021-11-21 00:00:00",Conventional,1.477268289,301490.25,59431.75,167658.46,1174.35,73225.69,,,
Hartford/Springfield,Weekly,"2021-11-21 00:00:00",Organic,1.912197063,15115.96,503.81,4047.23,0.00,10564.92,,,
Houston,Weekly,"2021-11-21 00:00:00",Conventional,1.108208792,745154.70,381041.04,173230.65,11526.44,179356.58,,,
Houston,Weekly,"2021-11-21 00:00:00",Organic,1.956378089,14384.78,12442.43,263.41,0.00,1678.94,,,
Indianapolis,Weekly,"2021-11-21 00:00:00",Conventional,1.056210153,221801.37,131212.27,37901.12,2149.89,50538.09,,,
Indianapolis,Weekly,"2021-11-21 00:00:00",Organic,1.529325103,7724.24,779.41,2358.89,0.00,4585.93,,,
Jacksonville,Weekly,"2021-11-21 00:00:00",Conventional,1.132739369,154882.10,102710.31,8803.64,806.35,42561.79,,,
Jacksonville,Weekly,"2021-11-21 00:00:00",Organic,0.993519985,26487.00,6314.77,200.47,0.00,19971.76,,,
"Las Vegas",Weekly,"2021-11-21 00:00:00",Conventional,1.104420758,342950.23,122201.50,112882.96,859.44,107006.34,,,
"Las Vegas",Weekly,"2021-11-21 00:00:00",Organic,1.735939568,13844.41,5661.23,2727.90,0.00,5455.28,,,
"Los Angeles",Weekly,"2021-11-21 00:00:00",Conventional,1.317084578,2465524.85,1306731.42,136117.18,333653.40,689022.84,,,
"Los Angeles",Weekly,"2021-11-21 00:00:00",Organic,1.877488883,123563.69,72385.99,9815.67,15.42,41346.61,,,
Louisville,Weekly,"2021-11-21 00:00:00",Conventional,1.215501594,103374.23,35797.22,36143.34,434.01,30999.66,,,
Louisville,Weekly,"2021-11-21 00:00:00",Organic,2.117565909,3527.57,20.04,2465.09,0.00,1042.45,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-21 00:00:00",Conventional,1.167738592,743125.82,521025.29,30036.78,5547.46,186506.96,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-21 00:00:00",Organic,1.051787292,103323.84,19981.29,682.66,0.00,82659.89,,,
Midsouth,Weekly,"2021-11-21 00:00:00",Conventional,1.249284348,3148683.57,1291218.03,711425.82,24618.06,1121421.67,,,
Midsouth,Weekly,"2021-11-21 00:00:00",Organic,1.743281094,179628.66,4553.21,41067.95,60.54,133946.96,,,
Nashville,Weekly,"2021-11-21 00:00:00",Conventional,1.139955296,233024.90,110512.78,44670.78,665.57,77175.76,,,
Nashville,Weekly,"2021-11-21 00:00:00",Organic,1.977942016,11198.44,30.99,4973.64,0.00,6193.81,,,
"New Orleans/Mobile",Weekly,"2021-11-21 00:00:00",Conventional,1.017949405,264076.92,128790.97,19911.45,1267.16,114107.34,,,
"New Orleans/Mobile",Weekly,"2021-11-21 00:00:00",Organic,1.209005367,12862.53,1226.78,30.94,0.00,11604.80,,,
"New York",Weekly,"2021-11-21 00:00:00",Conventional,1.374627784,1782098.99,640976.92,575698.39,4914.32,560509.36,,,
"New York",Weekly,"2021-11-21 00:00:00",Organic,1.782542597,100706.59,10354.97,11028.08,252.28,79071.26,,,
Northeast,Weekly,"2021-11-21 00:00:00",Conventional,1.328838794,4717167.82,1434934.26,1771520.96,16255.32,1494446.34,,,
Northeast,Weekly,"2021-11-21 00:00:00",Organic,1.800160099,243569.39,20029.66,25100.66,258.87,198177.95,,,
"Northern New England",Weekly,"2021-11-21 00:00:00",Conventional,1.262600734,404932.02,128157.82,190388.51,634.88,85750.81,,,
"Northern New England",Weekly,"2021-11-21 00:00:00",Organic,2.056634736,12068.69,1550.37,427.86,0.00,10090.46,,,
Orlando,Weekly,"2021-11-21 00:00:00",Conventional,1.143736624,409226.71,268788.42,9376.77,5614.39,125447.12,,,
Orlando,Weekly,"2021-11-21 00:00:00",Organic,0.935798253,74182.80,10298.20,162.75,0.00,63721.85,,,
Peoria/Springfield,Weekly,"2021-11-21 00:00:00",Conventional,1.053871061,97191.57,40956.27,25070.85,371.16,30793.30,,,
Peoria/Springfield,Weekly,"2021-11-21 00:00:00",Organic,1.623907689,3356.77,150.09,951.14,0.00,2255.54,,,
Philadelphia,Weekly,"2021-11-21 00:00:00",Conventional,1.220655675,519179.52,186681.85,142167.79,3002.76,187327.13,,,
Philadelphia,Weekly,"2021-11-21 00:00:00",Organic,1.788852042,24224.66,1477.76,4730.86,0.00,18016.04,,,
Phoenix/Tucson,Weekly,"2021-11-21 00:00:00",Conventional,0.950748836,1122757.88,562188.41,381309.39,8458.52,170761.33,,,
Phoenix/Tucson,Weekly,"2021-11-21 00:00:00",Organic,1.649762816,24923.97,9870.67,4045.63,0.00,11007.68,,,
Pittsburgh,Weekly,"2021-11-21 00:00:00",Conventional,1.278555528,105534.56,52084.87,14014.11,779.20,38656.38,,,
Pittsburgh,Weekly,"2021-11-21 00:00:00",Organic,1.646390446,8746.30,2175.88,5.55,0.00,6564.87,,,
Plains,Weekly,"2021-11-21 00:00:00",Conventional,1.084570529,1672971.44,710004.26,417841.49,42133.19,502886.15,,,
Plains,Weekly,"2021-11-21 00:00:00",Organic,1.820617697,39507.94,11965.75,4051.47,20.24,23470.49,,,
Portland,Weekly,"2021-11-21 00:00:00",Conventional,1.193940495,571432.13,256340.81,168090.13,25783.57,121217.62,,,
Portland,Weekly,"2021-11-21 00:00:00",Organic,2.346332591,29175.58,14277.59,11152.03,0.00,3745.96,,,
Providence,Weekly,"2021-11-21 00:00:00",Conventional,1.533199704,69414.19,6918.39,46990.49,265.46,15239.86,,,
Providence,Weekly,"2021-11-21 00:00:00",Organic,1.811180680,4323.98,38.41,13.79,0.00,4271.78,,,
Raleigh/Greensboro,Weekly,"2021-11-21 00:00:00",Conventional,1.275505636,335429.04,140392.97,60888.79,5517.26,128630.02,,,
Raleigh/Greensboro,Weekly,"2021-11-21 00:00:00",Organic,1.669753692,21648.13,321.21,3481.42,11.87,17833.63,,,
Richmond/Norfolk,Weekly,"2021-11-21 00:00:00",Conventional,1.204582211,248091.03,116570.61,55024.12,1496.11,75000.19,,,
Richmond/Norfolk,Weekly,"2021-11-21 00:00:00",Organic,1.586158396,15743.59,601.27,2710.18,0.00,12432.14,,,
Roanoke,Weekly,"2021-11-21 00:00:00",Conventional,1.121153529,146114.29,76177.49,28310.27,320.68,41305.85,,,
Roanoke,Weekly,"2021-11-21 00:00:00",Organic,1.724249747,6681.44,537.55,2341.43,0.00,3802.46,,,
Sacramento,Weekly,"2021-11-21 00:00:00",Conventional,1.652287531,338100.07,89205.91,152838.15,6716.72,89339.29,,,
Sacramento,Weekly,"2021-11-21 00:00:00",Organic,1.893575151,22646.57,5908.25,3246.30,0.00,13492.02,,,
"San Diego",Weekly,"2021-11-21 00:00:00",Conventional,1.313938361,464438.00,217549.24,46005.83,57074.59,143808.34,,,
"San Diego",Weekly,"2021-11-21 00:00:00",Organic,1.961254980,26441.99,14020.44,2640.27,0.00,9781.28,,,
"San Francisco",Weekly,"2021-11-21 00:00:00",Conventional,1.657957911,575377.73,152443.92,282030.06,11916.42,128987.33,,,
"San Francisco",Weekly,"2021-11-21 00:00:00",Organic,2.083851015,70918.42,22137.02,6282.95,5.38,42493.07,,,
Seattle,Weekly,"2021-11-21 00:00:00",Conventional,1.549153695,450767.14,204794.50,171694.68,3336.27,70941.69,,,
Seattle,Weekly,"2021-11-21 00:00:00",Organic,2.381835628,43292.39,22231.77,12927.06,0.00,8133.56,,,
"South Carolina",Weekly,"2021-11-21 00:00:00",Conventional,1.187008792,396969.64,201935.80,66901.23,2042.79,126089.82,,,
"South Carolina",Weekly,"2021-11-21 00:00:00",Organic,1.544705270,31458.66,3024.80,4481.88,11.19,23940.79,,,
"South Central",Weekly,"2021-11-21 00:00:00",Conventional,0.978925188,4142874.94,2100124.69,589690.41,84269.76,1367992.92,,,
"South Central",Weekly,"2021-11-21 00:00:00",Organic,1.535138169,129025.90,37107.18,4220.26,0.00,87698.46,,,
Southeast,Weekly,"2021-11-21 00:00:00",Conventional,1.116873024,4033213.72,2590777.26,368926.93,23448.66,1049945.11,,,
Southeast,Weekly,"2021-11-21 00:00:00",Organic,1.094585639,447153.68,61294.30,24693.51,11.69,361154.19,,,
Spokane,Weekly,"2021-11-21 00:00:00",Conventional,1.328147584,63654.85,33625.01,19181.83,29.53,10818.48,,,
Spokane,Weekly,"2021-11-21 00:00:00",Organic,2.064294029,3280.10,1270.86,1008.33,0.00,1000.91,,,
"St. Louis",Weekly,"2021-11-21 00:00:00",Conventional,1.028125123,173820.13,106334.74,11649.36,1130.18,54705.86,,,
"St. Louis",Weekly,"2021-11-21 00:00:00",Organic,2.161812385,6425.15,822.74,2731.98,0.00,2870.44,,,
Syracuse,Weekly,"2021-11-21 00:00:00",Conventional,1.200007335,69882.42,13051.48,22154.97,257.09,34418.88,,,
Syracuse,Weekly,"2021-11-21 00:00:00",Organic,1.763699605,3361.92,198.64,84.97,0.00,3078.31,,,
Tampa,Weekly,"2021-11-21 00:00:00",Conventional,1.105674384,436372.69,303075.07,12854.56,2652.83,117790.22,,,
Tampa,Weekly,"2021-11-21 00:00:00",Organic,0.876557117,67066.22,4869.85,123.91,0.00,62072.45,,,
Toledo,Weekly,"2021-11-21 00:00:00",Conventional,1.030843583,111657.50,65048.53,17361.03,2926.60,26321.33,,,
Toledo,Weekly,"2021-11-21 00:00:00",Organic,1.529813918,3551.30,39.66,1519.78,0.00,1991.85,,,
"Total U.S.",Weekly,"2021-11-21 00:00:00",Conventional,1.197387705,31487833.98,14204876.54,7272766.12,963891.59,9044863.13,,,
"Total U.S.",Weekly,"2021-11-21 00:00:00",Organic,1.602695342,1780674.04,431066.44,240962.43,373.24,1108269.68,,,
West,Weekly,"2021-11-21 00:00:00",Conventional,1.148059637,5808392.80,2556967.01,1763550.61,126036.22,1361432.55,,,
West,Weekly,"2021-11-21 00:00:00",Organic,1.926353531,249599.89,114484.26,51363.83,0.00,83751.80,,,
"West Tex/New Mexico",Weekly,"2021-11-21 00:00:00",Conventional,0.941700495,788040.55,348345.64,116971.57,12103.94,309639.36,,,
"West Tex/New Mexico",Weekly,"2021-11-21 00:00:00",Organic,1.285798617,33543.37,9964.95,936.39,0.00,22642.04,,,
Wichita,Weekly,"2021-11-21 00:00:00",Conventional,1.009227239,79753.62,45321.36,8574.14,501.81,25356.32,,,
Wichita,Weekly,"2021-11-21 00:00:00",Organic,1.869482251,2380.46,1600.63,2.17,0.00,777.66,,,
Albany,Weekly,"2021-11-28 00:00:00",Conventional,1.118124083,91717.60,26813.49,44559.01,453.68,19891.41,,,
Albany,Weekly,"2021-11-28 00:00:00",Organic,1.804665175,2353.33,213.00,273.07,0.00,1867.25,,,
Atlanta,Weekly,"2021-11-28 00:00:00",Conventional,1.035099946,605163.26,395098.79,116010.08,1772.01,92282.38,,,
Atlanta,Weekly,"2021-11-28 00:00:00",Organic,1.804572738,23819.31,1991.51,14308.16,0.00,7519.64,,,
Baltimore/Washington,Weekly,"2021-11-28 00:00:00",Conventional,1.416354348,724350.97,195287.36,213906.82,5940.99,309215.80,,,
Baltimore/Washington,Weekly,"2021-11-28 00:00:00",Organic,1.806192891,39184.91,722.03,6652.92,2.30,31807.66,,,
Birmingham/Montgomery,Weekly,"2021-11-28 00:00:00",Conventional,1.007389565,245275.09,161457.83,25952.73,1300.80,56563.73,,,
Birmingham/Montgomery,Weekly,"2021-11-28 00:00:00",Organic,1.555623538,8985.56,1929.83,716.65,0.00,6339.08,,,
Boise,Weekly,"2021-11-28 00:00:00",Conventional,1.312453907,86895.52,50457.88,8485.43,7217.86,20734.34,,,
Boise,Weekly,"2021-11-28 00:00:00",Organic,2.003389695,5667.58,1287.28,2178.76,0.00,2201.54,,,
Boston,Weekly,"2021-11-28 00:00:00",Conventional,1.528244197,437561.96,42302.22,281469.82,1706.11,112083.81,,,
Boston,Weekly,"2021-11-28 00:00:00",Organic,1.895038054,25444.11,289.23,1692.08,0.00,23462.80,,,
Buffalo/Rochester,Weekly,"2021-11-28 00:00:00",Conventional,1.269214248,127080.30,20232.64,35764.85,615.54,70467.28,,,
Buffalo/Rochester,Weekly,"2021-11-28 00:00:00",Organic,1.675034411,10378.33,847.06,43.59,0.00,9483.26,,,
California,Weekly,"2021-11-28 00:00:00",Conventional,1.417043039,4621997.70,2268616.15,868608.22,345499.77,1139273.55,,,
California,Weekly,"2021-11-28 00:00:00",Organic,1.853910227,297739.42,123847.68,61045.27,2.95,112843.52,,,
Charlotte,Weekly,"2021-11-28 00:00:00",Conventional,1.329065861,251647.07,103214.36,41202.84,4245.53,102984.34,,,
Charlotte,Weekly,"2021-11-28 00:00:00",Organic,1.733325771,15658.50,473.93,3451.57,24.68,11708.31,,,
Chicago,Weekly,"2021-11-28 00:00:00",Conventional,0.832228544,911544.35,439721.82,215750.79,85923.49,170148.24,,,
Chicago,Weekly,"2021-11-28 00:00:00",Organic,1.714564886,37109.17,16237.07,9705.39,0.00,11166.70,,,
Cincinnati/Dayton,Weekly,"2021-11-28 00:00:00",Conventional,1.172627802,209466.64,128417.37,50994.31,615.18,29439.78,,,
Cincinnati/Dayton,Weekly,"2021-11-28 00:00:00",Organic,2.227368435,10673.37,1467.33,6990.13,0.00,2215.90,,,
Columbus,Weekly,"2021-11-28 00:00:00",Conventional,1.164070462,177219.93,111899.88,29429.32,649.76,35240.97,,,
Columbus,Weekly,"2021-11-28 00:00:00",Organic,2.014159933,6898.06,629.20,3819.99,0.00,2448.87,,,
"Dallas/Ft. Worth",Weekly,"2021-11-28 00:00:00",Conventional,0.832969107,1107490.55,437376.41,203943.31,10891.83,455279.00,,,
"Dallas/Ft. Worth",Weekly,"2021-11-28 00:00:00",Organic,1.527602010,37718.03,12046.17,884.68,0.00,24787.18,,,
Denver,Weekly,"2021-11-28 00:00:00",Conventional,1.257777668,672550.22,267815.88,167784.66,38663.45,198286.24,,,
Denver,Weekly,"2021-11-28 00:00:00",Organic,1.846894445,31094.45,23731.24,925.38,0.00,6437.83,,,
Detroit,Weekly,"2021-11-28 00:00:00",Conventional,1.188124656,303705.68,172025.39,33340.16,22530.92,75809.21,,,
Detroit,Weekly,"2021-11-28 00:00:00",Organic,1.671015014,15475.32,1062.20,4556.43,0.00,9856.69,,,
"Grand Rapids",Weekly,"2021-11-28 00:00:00",Conventional,1.517690020,112953.80,35812.54,19913.39,25806.60,31421.28,,,
"Grand Rapids",Weekly,"2021-11-28 00:00:00",Organic,1.310520315,7920.44,19.24,791.33,0.00,7109.87,,,
"Great Lakes",Weekly,"2021-11-28 00:00:00",Conventional,1.067607821,3039771.47,1489082.28,671876.84,190634.85,688177.50,,,
"Great Lakes",Weekly,"2021-11-28 00:00:00",Organic,1.709754169,134400.32,31661.36,38016.78,0.00,64722.18,,,
Harrisburg/Scranton,Weekly,"2021-11-28 00:00:00",Conventional,1.097112892,298756.54,114831.20,78498.60,1087.51,104327.23,,,
Harrisburg/Scranton,Weekly,"2021-11-28 00:00:00",Organic,1.554738761,15518.93,305.64,492.67,0.00,14720.62,,,
Hartford/Springfield,Weekly,"2021-11-28 00:00:00",Conventional,1.489562327,252254.09,31697.60,154249.41,890.85,65416.23,,,
Hartford/Springfield,Weekly,"2021-11-28 00:00:00",Organic,1.897645643,14827.96,416.32,3459.21,0.00,10952.43,,,
Houston,Weekly,"2021-11-28 00:00:00",Conventional,1.074462597,673430.94,275285.11,186939.34,10438.12,200768.37,,,
Houston,Weekly,"2021-11-28 00:00:00",Organic,1.960116259,10609.84,9022.25,262.95,0.00,1324.65,,,
Indianapolis,Weekly,"2021-11-28 00:00:00",Conventional,1.114400771,173599.10,100289.15,25373.81,1607.63,46328.51,,,
Indianapolis,Weekly,"2021-11-28 00:00:00",Organic,1.785379951,7403.86,1084.51,2326.91,0.00,3992.45,,,
Jacksonville,Weekly,"2021-11-28 00:00:00",Conventional,1.046646385,178295.28,133148.46,5720.03,616.38,38810.40,,,
Jacksonville,Weekly,"2021-11-28 00:00:00",Organic,1.014632179,21520.79,5799.40,131.57,0.00,15589.82,,,
"Las Vegas",Weekly,"2021-11-28 00:00:00",Conventional,1.070725185,306573.21,122880.71,83011.54,847.27,99833.69,,,
"Las Vegas",Weekly,"2021-11-28 00:00:00",Organic,1.734693031,11377.50,5021.02,1932.69,0.00,4423.78,,,
"Los Angeles",Weekly,"2021-11-28 00:00:00",Conventional,1.319129016,2346726.89,1324351.34,173619.52,239655.96,609100.07,,,
"Los Angeles",Weekly,"2021-11-28 00:00:00",Organic,1.693279068,135847.03,64319.65,40044.10,2.80,31480.49,,,
Louisville,Weekly,"2021-11-28 00:00:00",Conventional,1.215711715,87193.28,35308.20,26475.07,258.77,25151.23,,,
Louisville,Weekly,"2021-11-28 00:00:00",Organic,2.057944634,3987.70,347.41,2789.62,0.00,850.67,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-28 00:00:00",Conventional,1.056468376,787553.51,582523.19,25321.20,3439.30,176269.83,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-28 00:00:00",Organic,1.045302972,91033.02,6936.14,580.31,0.00,83516.57,,,
Midsouth,Weekly,"2021-11-28 00:00:00",Conventional,1.254269580,2831460.25,1217640.89,603787.13,19597.67,990434.56,,,
Midsouth,Weekly,"2021-11-28 00:00:00",Organic,1.724323683,163777.54,5995.50,39262.01,54.20,118465.83,,,
Nashville,Weekly,"2021-11-28 00:00:00",Conventional,1.122385284,212762.06,111037.78,33194.45,675.57,67854.26,,,
Nashville,Weekly,"2021-11-28 00:00:00",Organic,1.868383314,10274.19,728.36,4455.62,0.00,5090.22,,,
"New Orleans/Mobile",Weekly,"2021-11-28 00:00:00",Conventional,0.989971294,234543.55,113728.82,14986.76,887.48,104940.50,,,
"New Orleans/Mobile",Weekly,"2021-11-28 00:00:00",Organic,1.226607414,10845.40,1081.12,26.49,0.00,9737.80,,,
"New York",Weekly,"2021-11-28 00:00:00",Conventional,1.440466566,1399115.09,316838.15,530756.29,5841.37,545679.27,,,
"New York",Weekly,"2021-11-28 00:00:00",Organic,1.813821357,85017.35,8536.08,10772.85,122.26,65586.17,,,
Northeast,Weekly,"2021-11-28 00:00:00",Conventional,1.363259340,3920522.98,949156.52,1625921.69,15239.67,1330192.94,,,
