Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"Northern New England",Weekly,"2022-11-27 00:00:00",Organic,2.107432292,11182.25,1105.85,233.28,0.00,9843.12,,,
Orlando,Weekly,"2022-11-27 00:00:00",Conventional,1.069519254,452856.62,280666.82,19241.88,36.18,152911.14,,,
Orlando,Weekly,"2022-11-27 00:00:00",Organic,0.948273027,43104.23,10662.48,112.35,0.00,32329.40,,,
Peoria/Springfield,Weekly,"2022-11-27 00:00:00",Conventional,0.927611951,85059.84,49970.75,6520.64,2423.64,26144.81,,,
Peoria/Springfield,Weekly,"2022-11-27 00:00:00",Organic,1.718054437,2221.50,29.44,657.88,0.00,1534.18,,,
Philadelphia,Weekly,"2022-11-27 00:00:00",Conventional,1.196688224,432714.60,107381.06,160355.46,616.99,164361.09,,,
Philadelphia,Weekly,"2022-11-27 00:00:00",Organic,1.735094602,20595.12,1179.13,3971.82,0.00,15444.16,,,
Phoenix/Tucson,Weekly,"2022-11-27 00:00:00",Conventional,0.894277036,944761.59,424760.30,364512.34,3676.88,151812.07,,,
Phoenix/Tucson,Weekly,"2022-11-27 00:00:00",Organic,1.658217725,23288.34,7383.17,6538.65,0.00,9366.53,,,
Pittsburgh,Weekly,"2022-11-27 00:00:00",Conventional,0.967743317,119244.16,75446.04,14522.34,15.58,29260.20,,,
Pittsburgh,Weekly,"2022-11-27 00:00:00",Organic,1.583572155,5561.00,1041.67,0.00,0.00,4519.33,,,
Plains,Weekly,"2022-11-27 00:00:00",Conventional,1.001643840,1505921.53,682454.44,340476.85,4099.84,478890.40,,,
Plains,Weekly,"2022-11-27 00:00:00",Organic,1.380964790,48685.41,12139.24,4818.93,0.00,31727.24,,,
Portland,Weekly,"2022-11-27 00:00:00",Conventional,1.197721880,438488.04,198332.24,106639.70,23365.48,110150.62,,,
Portland,Weekly,"2022-11-27 00:00:00",Organic,1.909099579,26477.28,14808.79,9173.29,0.00,2495.19,,,
Providence,Weekly,"2022-11-27 00:00:00",Conventional,1.528558825,58220.18,2658.85,43074.38,20.53,12466.43,,,
Providence,Weekly,"2022-11-27 00:00:00",Organic,1.741472938,2844.27,5.51,23.40,0.00,2815.36,,,
Raleigh/Greensboro,Weekly,"2022-11-27 00:00:00",Conventional,1.178735309,320336.54,144148.66,52778.28,648.71,122745.98,,,
Raleigh/Greensboro,Weekly,"2022-11-27 00:00:00",Organic,1.615049960,21350.55,340.53,2088.79,17.04,18904.19,,,
Richmond/Norfolk,Weekly,"2022-11-27 00:00:00",Conventional,1.121240411,220716.19,76431.97,76644.32,183.21,67435.28,,,
Richmond/Norfolk,Weekly,"2022-11-27 00:00:00",Organic,1.484651294,14601.66,100.11,3353.95,0.00,11147.60,,,
Roanoke,Weekly,"2022-11-27 00:00:00",Conventional,1.053630248,130170.40,54725.55,39337.45,148.91,35958.49,,,
Roanoke,Weekly,"2022-11-27 00:00:00",Organic,1.520203701,6729.46,17.96,2929.91,0.00,3781.59,,,
Sacramento,Weekly,"2022-11-27 00:00:00",Conventional,1.545005871,302703.77,155227.92,78576.35,4055.05,64844.46,,,
Sacramento,Weekly,"2022-11-27 00:00:00",Organic,1.328757905,28465.00,5182.09,1240.00,0.00,22042.91,,,
"San Diego",Weekly,"2022-11-27 00:00:00",Conventional,1.158100065,475857.67,214294.78,29682.23,58903.24,172977.43,,,
"San Diego",Weekly,"2022-11-27 00:00:00",Organic,2.195884391,17924.76,12280.17,772.32,0.00,4872.26,,,
"San Francisco",Weekly,"2022-11-27 00:00:00",Conventional,1.513817061,559990.75,386279.45,60186.02,6371.10,107154.19,,,
"San Francisco",Weekly,"2022-11-27 00:00:00",Organic,2.010363321,55854.73,19148.29,2759.96,0.00,33946.48,,,
Seattle,Weekly,"2022-11-27 00:00:00",Conventional,1.643584675,376909.16,144902.83,131508.43,28995.08,71502.82,,,
Seattle,Weekly,"2022-11-27 00:00:00",Organic,2.280516756,45595.07,26663.19,14403.24,0.00,4528.65,,,
"South Carolina",Weekly,"2022-11-27 00:00:00",Conventional,1.130584809,370940.22,207893.58,72231.88,449.44,90351.42,,,
"South Carolina",Weekly,"2022-11-27 00:00:00",Organic,1.270143413,32350.92,1569.39,2563.98,4.63,28212.93,,,
"South Central",Weekly,"2022-11-27 00:00:00",Conventional,0.822040119,4206558.45,1868186.19,763088.31,24689.75,1550172.36,,,
"South Central",Weekly,"2022-11-27 00:00:00",Organic,1.361625410,111181.23,38110.82,7605.96,0.00,65464.45,,,
Southeast,Weekly,"2022-11-27 00:00:00",Conventional,1.058040274,4184656.14,2743519.99,387872.44,1801.57,1051425.94,,,
Southeast,Weekly,"2022-11-27 00:00:00",Organic,1.087254952,283123.74,52909.98,16655.12,4.72,213553.91,,,
Spokane,Weekly,"2022-11-27 00:00:00",Conventional,1.391336580,52990.10,24559.77,15818.92,10.38,12601.03,,,
Spokane,Weekly,"2022-11-27 00:00:00",Organic,2.165811107,3298.82,2097.65,522.35,0.00,678.83,,,
"St. Louis",Weekly,"2022-11-27 00:00:00",Conventional,0.962487886,155395.80,91717.14,9976.80,113.73,53588.12,,,
"St. Louis",Weekly,"2022-11-27 00:00:00",Organic,2.075924231,4864.12,752.07,2068.10,0.00,2043.96,,,
Syracuse,Weekly,"2022-11-27 00:00:00",Conventional,1.112837365,57938.45,6196.06,29915.68,267.13,21559.57,,,
Syracuse,Weekly,"2022-11-27 00:00:00",Organic,1.492144782,3181.64,147.57,37.85,0.00,2996.22,,,
Tampa,Weekly,"2022-11-27 00:00:00",Conventional,1.023158438,527343.26,345260.27,20181.69,35.07,161866.23,,,
Tampa,Weekly,"2022-11-27 00:00:00",Organic,1.260231953,18030.30,7314.14,80.85,0.00,10635.31,,,
Toledo,Weekly,"2022-11-27 00:00:00",Conventional,1.024080787,92241.72,49573.28,20575.66,4414.40,17678.37,,,
Toledo,Weekly,"2022-11-27 00:00:00",Organic,1.652314569,2919.70,13.15,1520.98,0.00,1385.58,,,
"Total U.S.",Weekly,"2022-11-27 00:00:00",Conventional,1.097510471,29177680.43,12732194.46,7083565.51,889154.61,8471858.46,,,
"Total U.S.",Weekly,"2022-11-27 00:00:00",Organic,1.557524638,1368558.99,345676.88,186509.69,66.94,836305.48,,,
West,Weekly,"2022-11-27 00:00:00",Conventional,1.046544007,5037689.48,2216613.55,1547665.53,103268.95,1169777.87,,,
West,Weekly,"2022-11-27 00:00:00",Organic,1.791845856,210555.64,105430.15,48276.07,0.00,56849.42,,,
"West Tex/New Mexico",Weekly,"2022-11-27 00:00:00",Conventional,0.857948899,693321.49,339640.49,130064.15,6531.10,216318.11,,,
"West Tex/New Mexico",Weekly,"2022-11-27 00:00:00",Organic,1.135076291,19890.99,2073.37,1804.19,0.00,16013.44,,,
Wichita,Weekly,"2022-11-27 00:00:00",Conventional,0.843218856,86440.75,32741.86,28871.49,38.52,24788.88,,,
Wichita,Weekly,"2022-11-27 00:00:00",Organic,1.330938260,1950.26,1210.01,0.00,0.00,740.25,,,
Albany,Weekly,"2022-12-04 00:00:00",Conventional,1.015611909,122906.25,13287.07,91148.58,10.92,18459.69,,,
Albany,Weekly,"2022-12-04 00:00:00",Organic,2.119873629,1838.72,122.28,415.95,1.02,1299.47,,,
Atlanta,Weekly,"2022-12-04 00:00:00",Conventional,1.061562228,662644.69,398307.63,173700.81,595.75,90040.50,,,
Atlanta,Weekly,"2022-12-04 00:00:00",Organic,1.093702538,48926.23,4787.59,11928.42,0.00,32210.22,,,
Baltimore/Washington,Weekly,"2022-12-04 00:00:00",Conventional,1.383853870,754049.89,126273.96,312807.34,1155.25,313799.60,,,
Baltimore/Washington,Weekly,"2022-12-04 00:00:00",Organic,1.754818759,42205.16,400.08,7617.05,5.73,34182.30,,,
Birmingham/Montgomery,Weekly,"2022-12-04 00:00:00",Conventional,0.984445925,288757.28,195082.65,33825.29,116.07,59733.27,,,
Birmingham/Montgomery,Weekly,"2022-12-04 00:00:00",Organic,1.071190728,13976.07,414.98,831.21,0.00,12729.88,,,
Boise,Weekly,"2022-12-04 00:00:00",Conventional,0.971483666,100296.70,49609.80,30790.89,353.29,19542.72,,,
Boise,Weekly,"2022-12-04 00:00:00",Organic,1.662188830,4764.77,1751.04,2198.67,0.00,815.06,,,
Boston,Weekly,"2022-12-04 00:00:00",Conventional,1.100525127,678147.64,37414.28,428295.28,276.23,212161.86,,,
Boston,Weekly,"2022-12-04 00:00:00",Organic,1.749700896,27837.48,114.90,1866.70,3.14,25852.73,,,
Buffalo/Rochester,Weekly,"2022-12-04 00:00:00",Conventional,1.126996119,158666.07,17965.44,52140.89,1611.45,86948.29,,,
Buffalo/Rochester,Weekly,"2022-12-04 00:00:00",Organic,1.728174469,9312.50,436.83,64.07,0.00,8811.59,,,
California,Weekly,"2022-12-04 00:00:00",Conventional,1.277130531,5158452.04,3025359.21,516851.66,525920.24,1090320.93,,,
California,Weekly,"2022-12-04 00:00:00",Organic,1.664097223,305284.08,120022.53,13806.19,0.00,171455.35,,,
Charlotte,Weekly,"2022-12-04 00:00:00",Conventional,1.153405427,296883.11,145666.33,42335.03,511.82,108334.57,,,
Charlotte,Weekly,"2022-12-04 00:00:00",Organic,1.597585010,17206.52,67.76,3075.03,14.37,14049.36,,,
Chicago,Weekly,"2022-12-04 00:00:00",Conventional,1.259641180,1035326.02,407975.35,355599.30,83536.40,188214.97,,,
Chicago,Weekly,"2022-12-04 00:00:00",Organic,1.701747451,48541.83,24872.92,13727.23,0.00,9941.67,,,
Cincinnati/Dayton,Weekly,"2022-12-04 00:00:00",Conventional,1.111502448,263675.00,94554.04,128228.77,3850.71,37041.49,,,
Cincinnati/Dayton,Weekly,"2022-12-04 00:00:00",Organic,1.669728437,9005.80,51.69,6697.98,0.00,2256.12,,,
Columbus,Weekly,"2022-12-04 00:00:00",Conventional,0.973878104,232152.27,127919.05,62650.68,3565.70,38016.84,,,
Columbus,Weekly,"2022-12-04 00:00:00",Organic,1.774014529,6818.15,645.60,3979.84,0.00,2192.71,,,
"Dallas/Ft. Worth",Weekly,"2022-12-04 00:00:00",Conventional,0.819166641,1291133.25,560699.36,299969.48,6213.35,424051.77,,,
"Dallas/Ft. Worth",Weekly,"2022-12-04 00:00:00",Organic,1.278676919,32694.71,13131.69,685.28,0.00,18877.74,,,
Denver,Weekly,"2022-12-04 00:00:00",Conventional,0.977084949,929305.89,371175.87,338562.21,14581.26,204986.55,,,
Denver,Weekly,"2022-12-04 00:00:00",Organic,1.267950567,32769.86,25675.74,1972.51,0.00,5121.61,,,
Detroit,Weekly,"2022-12-04 00:00:00",Conventional,1.198037045,376486.59,104360.68,169416.28,21014.10,81695.52,,,
Detroit,Weekly,"2022-12-04 00:00:00",Organic,1.585314510,12994.22,2682.99,3334.32,0.00,6976.90,,,
"Grand Rapids",Weekly,"2022-12-04 00:00:00",Conventional,1.260229292,119833.16,34709.04,30937.26,21462.88,32723.98,,,
"Grand Rapids",Weekly,"2022-12-04 00:00:00",Organic,1.621555332,6408.96,11.97,629.63,0.00,5767.35,,,
"Great Lakes",Weekly,"2022-12-04 00:00:00",Conventional,1.093534760,3734038.09,1516838.72,1269765.47,200127.03,747200.52,,,
"Great Lakes",Weekly,"2022-12-04 00:00:00",Organic,1.658612474,137674.43,41669.04,45018.59,0.00,50986.80,,,
Harrisburg/Scranton,Weekly,"2022-12-04 00:00:00",Conventional,1.139646633,325870.74,121444.46,101876.92,3462.93,99086.43,,,
Harrisburg/Scranton,Weekly,"2022-12-04 00:00:00",Organic,1.531574336,11970.51,305.36,515.62,0.00,11149.53,,,
Hartford/Springfield,Weekly,"2022-12-04 00:00:00",Conventional,1.149568972,340031.36,17694.74,268747.95,48.73,53539.94,,,
Hartford/Springfield,Weekly,"2022-12-04 00:00:00",Organic,1.794068084,13434.01,421.84,5023.52,5.56,7983.09,,,
Houston,Weekly,"2022-12-04 00:00:00",Conventional,0.795967467,913877.18,407227.18,253895.59,7504.30,245250.10,,,
Houston,Weekly,"2022-12-04 00:00:00",Organic,1.237272551,14824.05,8116.28,253.72,0.00,6454.05,,,
Indianapolis,Weekly,"2022-12-04 00:00:00",Conventional,0.898527420,240431.06,130034.26,57162.26,6106.96,47127.58,,,
Indianapolis,Weekly,"2022-12-04 00:00:00",Organic,1.580041795,6404.48,137.00,3478.13,0.00,2789.35,,,
Jacksonville,Weekly,"2022-12-04 00:00:00",Conventional,1.111449703,208589.54,157957.30,8635.45,21.07,41975.72,,,
Jacksonville,Weekly,"2022-12-04 00:00:00",Organic,0.905831220,23040.29,76.93,98.12,0.00,22865.25,,,
"Las Vegas",Weekly,"2022-12-04 00:00:00",Conventional,0.906445690,412216.59,129254.04,115600.40,2627.93,164734.23,,,
"Las Vegas",Weekly,"2022-12-04 00:00:00",Organic,1.639277562,12047.33,5954.57,2161.17,0.00,3931.59,,,
"Los Angeles",Weekly,"2022-12-04 00:00:00",Conventional,1.199457566,2657816.89,1452147.34,169091.77,405927.52,630650.25,,,
"Los Angeles",Weekly,"2022-12-04 00:00:00",Organic,1.656031158,127224.54,62211.45,5981.70,0.00,59031.39,,,
Louisville,Weekly,"2022-12-04 00:00:00",Conventional,1.091490082,111508.69,44201.22,35072.92,1409.35,30825.21,,,
Louisville,Weekly,"2022-12-04 00:00:00",Organic,1.593272280,5144.30,5.67,4133.53,0.00,1005.10,,,
"Miami/Ft. Lauderdale",Weekly,"2022-12-04 00:00:00",Conventional,1.093336648,927931.30,665664.69,17908.83,280.39,244077.39,,,
"Miami/Ft. Lauderdale",Weekly,"2022-12-04 00:00:00",Organic,1.272792130,44935.98,20022.06,592.64,0.00,24321.29,,,
Midsouth,Weekly,"2022-12-04 00:00:00",Conventional,1.149135326,3341776.40,1326137.06,915750.09,6660.47,1093049.93,,,
Midsouth,Weekly,"2022-12-04 00:00:00",Organic,1.541755209,189750.91,2783.70,51725.58,68.15,135173.48,,,
Nashville,Weekly,"2022-12-04 00:00:00",Conventional,1.019004466,268103.63,140308.57,45038.33,66.17,82690.56,,,
Nashville,Weekly,"2022-12-04 00:00:00",Organic,1.511572375,15334.41,172.06,10089.60,0.00,5072.76,,,
"New Orleans/Mobile",Weekly,"2022-12-04 00:00:00",Conventional,0.855768303,303738.44,161655.28,3749.97,468.44,137864.76,,,
"New Orleans/Mobile",Weekly,"2022-12-04 00:00:00",Organic,1.446905334,3821.38,267.00,36.07,0.00,3518.32,,,
"New York",Weekly,"2022-12-04 00:00:00",Conventional,1.122620754,1873181.63,133680.37,1256241.02,1247.39,482012.85,,,
"New York",Weekly,"2022-12-04 00:00:00",Organic,1.819607180,75673.75,5236.61,10201.47,1.49,60234.17,,,
Northeast,Weekly,"2022-12-04 00:00:00",Conventional,1.102091778,5289015.94,621203.54,3223008.88,9172.95,1435630.57,,,
Northeast,Weekly,"2022-12-04 00:00:00",Organic,1.780405815,201172.01,12006.09,23903.57,13.34,165249.01,,,
"Northern New England",Weekly,"2022-12-04 00:00:00",Conventional,0.950858662,561841.75,52355.56,404482.92,159.41,104843.87,,,
"Northern New England",Weekly,"2022-12-04 00:00:00",Organic,2.117901004,11225.88,1243.18,319.94,0.00,9662.77,,,
Orlando,Weekly,"2022-12-04 00:00:00",Conventional,1.056050542,529929.79,339948.37,15864.86,71.71,174043.64,,,
Orlando,Weekly,"2022-12-04 00:00:00",Organic,0.999327957,45594.48,12515.55,145.69,0.00,32933.24,,,
Peoria/Springfield,Weekly,"2022-12-04 00:00:00",Conventional,0.902857045,111786.11,66425.87,12761.17,2679.21,29919.86,,,
Peoria/Springfield,Weekly,"2022-12-04 00:00:00",Organic,1.641824658,2551.43,24.47,750.20,0.00,1776.76,,,
Philadelphia,Weekly,"2022-12-04 00:00:00",Conventional,1.157829823,524191.18,124671.83,224892.12,905.81,173715.70,,,
Philadelphia,Weekly,"2022-12-04 00:00:00",Organic,1.701481544,22075.17,1026.89,3967.11,0.00,17081.17,,,
Phoenix/Tucson,Weekly,"2022-12-04 00:00:00",Conventional,0.827885960,1233630.88,557030.54,417636.44,3197.43,255766.47,,,
Phoenix/Tucson,Weekly,"2022-12-04 00:00:00",Organic,1.466061137,25389.95,10181.48,3674.74,0.00,11533.73,,,
Pittsburgh,Weekly,"2022-12-04 00:00:00",Conventional,1.348046376,97378.06,45694.37,14801.32,15.22,36867.15,,,
Pittsburgh,Weekly,"2022-12-04 00:00:00",Organic,1.729865989,6152.53,1666.33,0.00,0.00,4486.20,,,
Plains,Weekly,"2022-12-04 00:00:00",Conventional,0.969630074,1801045.70,825340.55,454987.87,5014.58,515702.70,,,
Plains,Weekly,"2022-12-04 00:00:00",Organic,1.222135720,61268.61,10373.75,4069.86,0.00,46824.99,,,
Portland,Weekly,"2022-12-04 00:00:00",Conventional,1.105889258,579843.04,256640.97,203939.03,22089.54,97173.50,,,
Portland,Weekly,"2022-12-04 00:00:00",Organic,1.786545024,31058.67,19546.38,8965.38,0.00,2546.91,,,
Providence,Weekly,"2022-12-04 00:00:00",Conventional,1.038634829,107229.60,3728.42,73952.57,46.15,29502.46,,,
Providence,Weekly,"2022-12-04 00:00:00",Organic,1.754813306,3234.94,9.61,13.73,0.00,3211.61,,,
Raleigh/Greensboro,Weekly,"2022-12-04 00:00:00",Conventional,1.155294750,370675.94,173595.64,63476.72,575.80,133000.05,,,
Raleigh/Greensboro,Weekly,"2022-12-04 00:00:00",Organic,1.525600958,23229.87,447.53,2227.56,38.38,20516.40,,,
Richmond/Norfolk,Weekly,"2022-12-04 00:00:00",Conventional,1.095692338,272774.78,101675.81,96540.41,341.39,74200.03,,,
Richmond/Norfolk,Weekly,"2022-12-04 00:00:00",Organic,1.434614610,15507.19,26.46,4314.55,0.00,11166.18,,,
Roanoke,Weekly,"2022-12-04 00:00:00",Conventional,1.047929007,163238.57,70151.28,50818.06,209.19,42060.03,,,
Roanoke,Weekly,"2022-12-04 00:00:00",Organic,1.445746450,7576.41,9.13,3366.10,0.00,4201.19,,,
Sacramento,Weekly,"2022-12-04 00:00:00",Conventional,1.494154679,342008.15,185985.39,84599.53,3720.31,67702.92,,,
Sacramento,Weekly,"2022-12-04 00:00:00",Organic,1.193614869,33203.96,4875.98,1382.59,0.00,26945.39,,,
"San Diego",Weekly,"2022-12-04 00:00:00",Conventional,1.171868810,505479.67,277451.84,56675.11,56922.64,114430.07,,,
"San Diego",Weekly,"2022-12-04 00:00:00",Organic,2.047289369,19878.94,12176.40,1200.02,0.00,6502.52,,,
"San Francisco",Weekly,"2022-12-04 00:00:00",Conventional,1.484228270,618485.99,452475.03,62961.31,5274.14,97775.51,,,
"San Francisco",Weekly,"2022-12-04 00:00:00",Organic,1.977463028,59914.67,19669.23,3023.31,0.00,37222.12,,,
Seattle,Weekly,"2022-12-04 00:00:00",Conventional,1.448534051,483659.76,166430.97,205391.49,15959.96,95877.34,,,
Seattle,Weekly,"2022-12-04 00:00:00",Organic,2.162803136,70261.72,46863.76,18137.58,2.24,5258.14,,,
"South Carolina",Weekly,"2022-12-04 00:00:00",Conventional,1.085322744,454357.84,270089.62,88989.31,368.90,94883.29,,,
"South Carolina",Weekly,"2022-12-04 00:00:00",Organic,1.227444637,36311.38,1267.14,3401.74,5.81,31636.69,,,
"South Central",Weekly,"2022-12-04 00:00:00",Conventional,0.819138729,4900944.98,2443383.92,840809.70,29602.17,1586330.52,,,
"South Central",Weekly,"2022-12-04 00:00:00",Organic,1.009797444,181687.84,29239.84,4298.40,0.00,148149.60,,,
Southeast,Weekly,"2022-12-04 00:00:00",Conventional,1.048018022,4893908.66,3250378.50,456036.91,2175.95,1185265.98,,,
Southeast,Weekly,"2022-12-04 00:00:00",Organic,1.096903371,317076.89,55972.93,22785.03,5.92,238313.01,,,
Spokane,Weekly,"2022-12-04 00:00:00",Conventional,1.255359388,67194.46,33511.66,20041.78,598.37,13042.65,,,
Spokane,Weekly,"2022-12-04 00:00:00",Organic,1.978265592,4068.09,2602.34,753.45,0.00,712.29,,,
"St. Louis",Weekly,"2022-12-04 00:00:00",Conventional,0.971544871,181130.22,110763.48,11863.74,157.96,58345.04,,,
"St. Louis",Weekly,"2022-12-04 00:00:00",Organic,2.044840146,5382.03,732.55,2262.96,0.00,2386.52,,,
Syracuse,Weekly,"2022-12-04 00:00:00",Conventional,1.074113394,75302.76,8591.04,39351.74,341.70,27018.28,,,
Syracuse,Weekly,"2022-12-04 00:00:00",Organic,1.591189431,3534.77,203.50,94.46,0.00,3236.82,,,
Tampa,Weekly,"2022-12-04 00:00:00",Conventional,1.011493224,609543.22,403373.26,17734.56,78.23,188356.01,,,
Tampa,Weekly,"2022-12-04 00:00:00",Organic,1.248305537,19573.55,7703.26,90.04,0.00,11780.25,,,
Toledo,Weekly,"2022-12-04 00:00:00",Conventional,0.924578203,117521.46,58064.99,36286.55,4019.55,19150.37,,,
Toledo,Weekly,"2022-12-04 00:00:00",Organic,1.547566136,3215.49,19.31,1959.47,0.00,1236.72,,,
"Total U.S.",Weekly,"2022-12-04 00:00:00",Conventional,1.058433318,35484011.62,15788577.03,9733134.25,864002.01,9097029.96,,,
"Total U.S.",Weekly,"2022-12-04 00:00:00",Organic,1.463909330,1686425.33,427515.88,218998.31,89.69,1039821.45,,,
West,Weekly,"2022-12-04 00:00:00",Conventional,0.994088234,6364829.80,2779935.54,2055923.67,85328.63,1443528.81,,,
West,Weekly,"2022-12-04 00:00:00",Organic,1.625706786,292510.57,155448.00,53391.09,2.28,83669.20,,,
"West Tex/New Mexico",Weekly,"2022-12-04 00:00:00",Conventional,0.835017802,850058.24,418276.37,130605.48,5861.09,294621.74,,,
"West Tex/New Mexico",Weekly,"2022-12-04 00:00:00",Organic,0.871472835,56099.76,2935.95,737.43,0.00,52426.38,,,
Wichita,Weekly,"2022-12-04 00:00:00",Conventional,0.846864102,95499.14,45137.86,25046.81,43.00,25271.46,,,
Wichita,Weekly,"2022-12-04 00:00:00",Organic,1.218512084,2389.95,1504.59,15.96,0.00,869.40,,,
Albany,Weekly,"2022-12-11 00:00:00",Conventional,1.099380148,105995.57,17156.34,72256.98,36.73,16545.52,,,
Albany,Weekly,"2022-12-11 00:00:00",Organic,2.054185845,2343.35,161.39,316.09,0.00,1865.87,,,
Atlanta,Weekly,"2022-12-11 00:00:00",Conventional,1.032890770,671179.99,416870.68,179888.81,415.91,74004.58,,,
Atlanta,Weekly,"2022-12-11 00:00:00",Organic,1.016428687,47093.77,1846.65,13748.82,0.00,31498.30,,,
Baltimore/Washington,Weekly,"2022-12-11 00:00:00",Conventional,1.193226487,829511.70,133772.03,380219.75,1438.96,314076.37,,,
Baltimore/Washington,Weekly,"2022-12-11 00:00:00",Organic,1.587829158,46307.04,342.53,7963.56,3.44,37997.51,,,
Birmingham/Montgomery,Weekly,"2022-12-11 00:00:00",Conventional,0.909028630,307757.20,211971.16,33287.52,77.08,62421.45,,,
Birmingham/Montgomery,Weekly,"2022-12-11 00:00:00",Organic,0.977201378,13309.08,111.88,737.89,0.00,12459.31,,,
Boise,Weekly,"2022-12-11 00:00:00",Conventional,1.015468620,99529.31,50364.88,31219.46,173.49,17771.48,,,
Boise,Weekly,"2022-12-11 00:00:00",Organic,1.666756190,4678.72,1230.61,2553.51,0.00,894.60,,,
Boston,Weekly,"2022-12-11 00:00:00",Conventional,1.368999475,499605.97,38107.53,323305.52,226.82,137966.10,,,
Boston,Weekly,"2022-12-11 00:00:00",Organic,1.788973973,27438.60,105.74,1685.34,0.00,25647.52,,,
Buffalo/Rochester,Weekly,"2022-12-11 00:00:00",Conventional,1.097109977,163871.80,22995.76,53616.64,1674.01,85585.39,,,
Buffalo/Rochester,Weekly,"2022-12-11 00:00:00",Organic,1.741986565,9036.89,477.63,91.87,0.00,8467.39,,,
California,Weekly,"2022-12-11 00:00:00",Conventional,1.256469975,4981668.93,2689761.76,444397.69,710448.58,1137060.90,,,
California,Weekly,"2022-12-11 00:00:00",Organic,1.626761352,307841.52,105874.53,32830.29,11.65,169125.06,,,
Charlotte,Weekly,"2022-12-11 00:00:00",Conventional,1.171804250,309356.94,141417.43,47607.42,665.61,119644.37,,,
Charlotte,Weekly,"2022-12-11 00:00:00",Organic,1.691166659,15207.60,73.21,2757.00,5.53,12371.87,,,
Chicago,Weekly,"2022-12-11 00:00:00",Conventional,0.982306463,880491.00,237274.30,348517.79,86230.89,208468.03,,,
Chicago,Weekly,"2022-12-11 00:00:00",Organic,1.640878501,42896.11,16526.76,15157.18,0.00,11212.18,,,
Cincinnati/Dayton,Weekly,"2022-12-11 00:00:00",Conventional,1.135161109,253660.64,83960.43,120189.07,12512.44,36998.71,,,
Cincinnati/Dayton,Weekly,"2022-12-11 00:00:00",Organic,1.629736984,8296.82,38.97,5683.13,0.00,2574.72,,,
Columbus,Weekly,"2022-12-11 00:00:00",Conventional,1.006847397,218521.59,113038.55,53767.81,11672.65,40042.58,,,
Columbus,Weekly,"2022-12-11 00:00:00",Organic,1.804765627,7453.15,656.91,4162.51,0.00,2633.72,,,
"Dallas/Ft. Worth",Weekly,"2022-12-11 00:00:00",Conventional,0.753199058,1419929.96,719011.27,245950.66,21640.35,433327.68,,,
"Dallas/Ft. Worth",Weekly,"2022-12-11 00:00:00",Organic,1.272581156,30232.71,11088.58,662.84,0.00,18481.29,,,
Denver,Weekly,"2022-12-11 00:00:00",Conventional,1.009956186,879096.03,294841.78,331940.16,16118.11,236195.98,,,
Denver,Weekly,"2022-12-11 00:00:00",Organic,1.356560062,28815.58,22163.43,3304.42,0.00,3347.73,,,
Detroit,Weekly,"2022-12-11 00:00:00",Conventional,1.147997053,404348.78,82244.69,179799.77,71432.60,70871.71,,,
Detroit,Weekly,"2022-12-11 00:00:00",Organic,1.455679416,15258.46,1224.65,5431.39,0.00,8602.42,,,
"Grand Rapids",Weekly,"2022-12-11 00:00:00",Conventional,1.112342679,163616.53,19630.62,45565.55,66213.62,32206.74,,,
"Grand Rapids",Weekly,"2022-12-11 00:00:00",Organic,1.218317593,9316.54,21.54,551.54,0.00,8743.47,,,
"Great Lakes",Weekly,"2022-12-11 00:00:00",Conventional,1.008504745,3704756.34,1210702.56,1305561.50,423149.17,765343.11,,,
"Great Lakes",Weekly,"2022-12-11 00:00:00",Organic,1.557847542,139711.59,25452.45,45175.05,0.00,69084.10,,,
Harrisburg/Scranton,Weekly,"2022-12-11 00:00:00",Conventional,1.052973589,350116.10,137463.02,101906.64,8891.97,101854.47,,,
Harrisburg/Scranton,Weekly,"2022-12-11 00:00:00",Organic,1.529618735,12030.77,211.82,423.55,0.00,11395.40,,,
Hartford/Springfield,Weekly,"2022-12-11 00:00:00",Conventional,1.325204069,280887.36,15697.06,204480.20,196.46,60513.63,,,
Hartford/Springfield,Weekly,"2022-12-11 00:00:00",Organic,1.931227926,13084.13,334.55,3567.19,2.22,9180.17,,,
Houston,Weekly,"2022-12-11 00:00:00",Conventional,0.811862369,920512.79,433127.93,230276.32,9498.03,247610.52,,,
Houston,Weekly,"2022-12-11 00:00:00",Organic,1.251236199,15250.38,6939.55,234.26,0.00,8076.57,,,
Indianapolis,Weekly,"2022-12-11 00:00:00",Conventional,0.939846091,239290.92,104671.03,72350.50,13861.65,48407.73,,,
Indianapolis,Weekly,"2022-12-11 00:00:00",Organic,1.583923525,6094.26,143.60,3037.02,0.00,2913.64,,,
Jacksonville,Weekly,"2022-12-11 00:00:00",Conventional,0.976731793,220871.41,170576.23,9682.16,14.70,40598.32,,,
Jacksonville,Weekly,"2022-12-11 00:00:00",Organic,0.803938917,22874.37,105.96,165.46,0.00,22602.95,,,
"Las Vegas",Weekly,"2022-12-11 00:00:00",Conventional,0.917873090,402040.99,126476.64,137058.45,12610.50,125895.40,,,
