Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Sacramento,Weekly,"2020-11-08 00:00:00",Conventional,1.158477671,453847.74,141632.64,219888.18,6478.43,85848.49,,,
Sacramento,Weekly,"2020-11-08 00:00:00",Organic,1.331510313,32806.99,5565.03,10208.30,1.24,17032.42,,,
"San Diego",Weekly,"2020-11-08 00:00:00",Conventional,1.054758580,546518.83,167330.57,204316.84,91295.90,83575.52,,,
"San Diego",Weekly,"2020-11-08 00:00:00",Organic,1.443236842,30770.94,11547.73,7367.54,1.44,11854.22,,,
"San Francisco",Weekly,"2020-11-08 00:00:00",Conventional,1.072199246,893391.82,223791.90,521344.76,13361.45,134886.15,,,
"San Francisco",Weekly,"2020-11-08 00:00:00",Organic,1.685303254,78015.19,21250.93,23167.39,1.34,33588.92,,,
Seattle,Weekly,"2020-11-08 00:00:00",Conventional,1.289777654,564936.06,209312.32,284318.04,2673.04,68632.65,,,
Seattle,Weekly,"2020-11-08 00:00:00",Organic,1.953358100,57681.08,9424.52,42438.25,0.00,5818.31,,,
"South Carolina",Weekly,"2020-11-08 00:00:00",Conventional,0.909524120,489982.13,293707.38,44066.58,1592.48,150615.69,,,
"South Carolina",Weekly,"2020-11-08 00:00:00",Organic,1.395083438,23307.00,4150.70,4465.58,62.09,14628.63,,,
"South Central",Weekly,"2020-11-08 00:00:00",Conventional,0.722571245,5869614.78,3109722.51,1376539.74,71532.71,1310009.72,,,
"South Central",Weekly,"2020-11-08 00:00:00",Organic,1.294471896,113320.78,30214.29,3208.29,1346.49,78549.83,,,
Southeast,Weekly,"2020-11-08 00:00:00",Conventional,0.810103979,5359121.54,3350272.38,259824.00,2978.89,1746032.30,,,
Southeast,Weekly,"2020-11-08 00:00:00",Organic,1.225765403,200172.74,7505.44,25068.90,66.09,167530.43,,,
Spokane,Weekly,"2020-11-08 00:00:00",Conventional,1.087264073,76634.18,30919.10,33717.85,55.78,11941.45,,,
Spokane,Weekly,"2020-11-08 00:00:00",Organic,1.946275193,3563.80,1060.60,1610.18,0.00,893.03,,,
"St. Louis",Weekly,"2020-11-08 00:00:00",Conventional,0.966038045,170281.29,95729.85,16656.05,42.37,57853.02,,,
"St. Louis",Weekly,"2020-11-08 00:00:00",Organic,1.768580215,6723.88,2575.00,750.01,0.00,3397.93,,,
Syracuse,Weekly,"2020-11-08 00:00:00",Conventional,1.149884953,75471.40,7637.59,35029.95,1110.60,31693.25,,,
Syracuse,Weekly,"2020-11-08 00:00:00",Organic,1.582335596,4046.96,356.96,144.46,0.00,3545.54,,,
Tampa,Weekly,"2020-11-08 00:00:00",Conventional,0.802945355,620042.81,381774.34,21470.15,91.65,216706.67,,,
Tampa,Weekly,"2020-11-08 00:00:00",Organic,1.017542036,22237.70,50.38,97.65,0.00,22089.68,,,
Toledo,Weekly,"2020-11-08 00:00:00",Conventional,0.866176111,128406.63,73483.60,25690.92,11662.64,17569.46,,,
Toledo,Weekly,"2020-11-08 00:00:00",Organic,1.485211276,4252.19,525.61,1886.67,0.00,1839.91,,,
"Total U.S.",Weekly,"2020-11-08 00:00:00",Conventional,0.953797540,38716853.86,16137534.89,11838166.93,1381142.39,9358148.55,,,
"Total U.S.",Weekly,"2020-11-08 00:00:00",Organic,1.485691816,1599665.21,382736.22,386669.08,2688.01,827545.35,,,
West,Weekly,"2020-11-08 00:00:00",Conventional,0.924983021,7140478.30,2815250.71,2923151.57,111634.34,1290438.85,,,
West,Weekly,"2020-11-08 00:00:00",Organic,1.592391059,270005.48,87722.66,105457.14,912.06,75913.62,,,
"West Tex/New Mexico",Weekly,"2020-11-08 00:00:00",Conventional,0.780446264,902975.32,433460.98,161126.01,11165.09,295812.32,,,
"West Tex/New Mexico",Weekly,"2020-11-08 00:00:00",Organic,1.215775534,21201.97,5294.10,1406.77,1808.31,12692.79,,,
Wichita,Weekly,"2020-11-08 00:00:00",Conventional,0.731914258,114854.03,84467.05,6844.68,11.58,23530.72,,,
Wichita,Weekly,"2020-11-08 00:00:00",Organic,1.377349653,2090.52,1316.74,34.98,0.00,738.81,,,
Albany,Weekly,"2020-11-15 00:00:00",Conventional,1.389898332,128383.98,6397.88,104170.38,54.22,17761.49,,,
Albany,Weekly,"2020-11-15 00:00:00",Organic,1.720214216,2809.84,239.48,376.67,0.00,2193.68,,,
Atlanta,Weekly,"2020-11-15 00:00:00",Conventional,0.805338093,758137.32,492952.51,80819.31,51.01,184314.49,,,
Atlanta,Weekly,"2020-11-15 00:00:00",Organic,1.618979656,24432.24,3082.73,13071.13,0.00,8278.37,,,
Baltimore/Washington,Weekly,"2020-11-15 00:00:00",Conventional,1.195537818,905421.58,172896.39,351519.11,3928.80,377077.29,,,
Baltimore/Washington,Weekly,"2020-11-15 00:00:00",Organic,1.765100285,37213.57,932.19,5957.45,8.05,30313.99,,,
Birmingham/Montgomery,Weekly,"2020-11-15 00:00:00",Conventional,0.808907859,306558.61,198543.93,12415.19,17.85,95575.98,,,
Birmingham/Montgomery,Weekly,"2020-11-15 00:00:00",Organic,1.260664278,9646.15,165.26,720.20,0.00,8760.69,,,
Boise,Weekly,"2020-11-15 00:00:00",Conventional,1.082577667,108774.66,46632.82,28114.08,9751.51,24276.26,,,
Boise,Weekly,"2020-11-15 00:00:00",Organic,1.682848807,4797.24,1771.93,1518.56,0.00,1506.75,,,
Boston,Weekly,"2020-11-15 00:00:00",Conventional,1.389162817,622483.38,18849.38,421368.41,478.62,181786.96,,,
Boston,Weekly,"2020-11-15 00:00:00",Organic,1.708676172,31141.42,241.58,2457.65,0.00,28441.23,,,
Buffalo/Rochester,Weekly,"2020-11-15 00:00:00",Conventional,1.060715934,188396.78,24022.93,55982.29,2363.51,106028.05,,,
Buffalo/Rochester,Weekly,"2020-11-15 00:00:00",Organic,1.617496359,13142.52,840.00,113.72,0.00,12188.80,,,
California,Weekly,"2020-11-15 00:00:00",Conventional,1.210487851,5514560.65,2340839.32,1643777.36,440634.43,1089290.56,,,
California,Weekly,"2020-11-15 00:00:00",Organic,1.858582625,258299.08,106481.46,46205.13,8.44,105600.27,,,
Charlotte,Weekly,"2020-11-15 00:00:00",Conventional,1.101466408,306451.67,138201.65,51687.04,4209.02,112353.96,,,
Charlotte,Weekly,"2020-11-15 00:00:00",Organic,1.523251453,17326.97,6980.10,3186.75,16.84,7143.26,,,
Chicago,Weekly,"2020-11-15 00:00:00",Conventional,1.312840326,770796.63,155538.06,249215.47,116537.74,249504.42,,,
Chicago,Weekly,"2020-11-15 00:00:00",Organic,1.860233502,43705.36,19345.85,11347.69,0.00,13010.87,,,
Cincinnati/Dayton,Weekly,"2020-11-15 00:00:00",Conventional,0.980161886,295732.15,129022.07,66673.31,74579.68,25457.09,,,
Cincinnati/Dayton,Weekly,"2020-11-15 00:00:00",Organic,1.580946119,13838.03,3163.87,8135.92,0.00,2538.23,,,
Columbus,Weekly,"2020-11-15 00:00:00",Conventional,0.896306339,247942.20,117353.52,94896.50,4745.38,30946.80,,,
Columbus,Weekly,"2020-11-15 00:00:00",Organic,1.603174338,7799.31,1458.11,3996.86,0.00,2344.34,,,
"Dallas/Ft. Worth",Weekly,"2020-11-15 00:00:00",Conventional,0.717935962,1557406.18,691570.40,423478.92,9739.35,432616.56,,,
"Dallas/Ft. Worth",Weekly,"2020-11-15 00:00:00",Organic,1.315571022,30374.48,9123.95,1151.71,70.27,20028.54,,,
Denver,Weekly,"2020-11-15 00:00:00",Conventional,1.049007636,991084.05,337803.23,424878.20,15847.88,212554.75,,,
Denver,Weekly,"2020-11-15 00:00:00",Organic,1.471499641,32435.69,23027.98,2024.64,0.00,7383.08,,,
Detroit,Weekly,"2020-11-15 00:00:00",Conventional,1.049114541,461696.34,151789.34,68705.76,144364.47,96836.77,,,
Detroit,Weekly,"2020-11-15 00:00:00",Organic,1.177112078,24131.63,2258.04,4912.84,0.00,16960.76,,,
"Grand Rapids",Weekly,"2020-11-15 00:00:00",Conventional,1.167364472,174715.83,12523.14,67461.61,52955.04,41776.04,,,
"Grand Rapids",Weekly,"2020-11-15 00:00:00",Organic,1.164621797,5490.36,25.51,731.31,0.00,4733.54,,,
"Great Lakes",Weekly,"2020-11-15 00:00:00",Conventional,1.046890185,3765607.38,1156465.69,1180318.93,592093.02,836728.80,,,
"Great Lakes",Weekly,"2020-11-15 00:00:00",Organic,1.514075283,158749.27,39529.67,42215.96,0.00,77002.69,,,
Harrisburg/Scranton,Weekly,"2020-11-15 00:00:00",Conventional,1.072226259,354547.37,125648.89,103776.65,116.35,125005.48,,,
Harrisburg/Scranton,Weekly,"2020-11-15 00:00:00",Organic,1.568251270,11869.07,404.83,422.12,0.00,11042.13,,,
Hartford/Springfield,Weekly,"2020-11-15 00:00:00",Conventional,1.311342710,328556.53,8629.80,237372.09,416.63,82138.01,,,
Hartford/Springfield,Weekly,"2020-11-15 00:00:00",Organic,1.822046032,16104.54,381.99,4936.30,0.00,10786.26,,,
Houston,Weekly,"2020-11-15 00:00:00",Conventional,0.675977114,1384357.61,624531.44,536357.07,4746.59,218722.51,,,
Houston,Weekly,"2020-11-15 00:00:00",Organic,1.516126097,10657.55,9363.06,534.45,0.00,760.05,,,
Indianapolis,Weekly,"2020-11-15 00:00:00",Conventional,0.912197637,241105.20,87941.25,58376.41,43714.83,51072.72,,,
Indianapolis,Weekly,"2020-11-15 00:00:00",Organic,1.399751425,7073.38,738.94,2920.92,0.00,3413.53,,,
Jacksonville,Weekly,"2020-11-15 00:00:00",Conventional,0.854794207,209063.61,137572.65,8464.26,53.74,62972.97,,,
Jacksonville,Weekly,"2020-11-15 00:00:00",Organic,1.217570685,10353.10,47.04,184.09,0.00,10121.97,,,
"Las Vegas",Weekly,"2020-11-15 00:00:00",Conventional,0.961294364,369523.67,93954.31,151319.87,153.59,124095.89,,,
"Las Vegas",Weekly,"2020-11-15 00:00:00",Organic,1.571959329,11484.11,5987.22,1747.73,0.00,3749.16,,,
"Los Angeles",Weekly,"2020-11-15 00:00:00",Conventional,1.195277843,2573268.01,1313251.31,374115.49,315630.29,570258.55,,,
"Los Angeles",Weekly,"2020-11-15 00:00:00",Organic,1.908917713,105744.26,59799.22,19268.08,0.00,26676.01,,,
Louisville,Weekly,"2020-11-15 00:00:00",Conventional,0.839179549,123970.10,72079.83,25185.01,48.34,26656.92,,,
Louisville,Weekly,"2020-11-15 00:00:00",Organic,1.518403862,4918.78,618.24,3186.21,0.00,1114.33,,,
"Miami/Ft. Lauderdale",Weekly,"2020-11-15 00:00:00",Conventional,0.855240081,866074.67,593127.09,39452.56,192.57,233297.57,,,
"Miami/Ft. Lauderdale",Weekly,"2020-11-15 00:00:00",Organic,1.193288868,32381.06,137.68,1037.40,0.00,31205.03,,,
Midsouth,Weekly,"2020-11-15 00:00:00",Conventional,1.009096517,3652793.19,1533927.00,928174.53,27268.32,1163423.35,,,
Midsouth,Weekly,"2020-11-15 00:00:00",Organic,1.544733153,182034.65,47535.01,45688.32,200.55,88607.00,,,
Nashville,Weekly,"2020-11-15 00:00:00",Conventional,0.840222838,266596.93,140121.96,49503.09,7.22,76964.65,,,
Nashville,Weekly,"2020-11-15 00:00:00",Organic,1.543773871,12478.93,1229.56,6407.08,0.00,4842.28,,,
"New Orleans/Mobile",Weekly,"2020-11-15 00:00:00",Conventional,0.777964138,313604.37,163454.44,19891.42,42.53,130215.97,,,
"New Orleans/Mobile",Weekly,"2020-11-15 00:00:00",Organic,1.055852841,11365.10,426.61,0.00,0.00,10938.49,,,
"New York",Weekly,"2020-11-15 00:00:00",Conventional,1.108183636,1958371.67,61142.56,1147453.92,714.66,749056.72,,,
"New York",Weekly,"2020-11-15 00:00:00",Organic,1.689482656,83658.61,10365.99,16379.59,48.91,56864.12,,,
Northeast,Weekly,"2020-11-15 00:00:00",Conventional,1.174343779,5350333.60,465130.64,3077328.52,7116.57,1800751.96,,,
Northeast,Weekly,"2020-11-15 00:00:00",Organic,1.706718672,231882.27,21661.86,31938.33,49.45,178231.69,,,
"Northern New England",Weekly,"2020-11-15 00:00:00",Conventional,1.215269297,453405.11,12222.24,366840.84,215.62,74126.42,,,
"Northern New England",Weekly,"2020-11-15 00:00:00",Organic,1.803062861,14735.70,1784.79,598.71,0.00,12352.20,,,
Orlando,Weekly,"2020-11-15 00:00:00",Conventional,0.810982453,537021.45,323038.54,15122.13,241.21,198618.89,,,
Orlando,Weekly,"2020-11-15 00:00:00",Organic,1.195039803,23121.21,77.21,162.75,0.00,22881.25,,,
Peoria/Springfield,Weekly,"2020-11-15 00:00:00",Conventional,0.907665456,119777.05,49794.84,26570.75,12220.17,31191.30,,,
Peoria/Springfield,Weekly,"2020-11-15 00:00:00",Organic,1.517356414,3448.13,497.16,740.52,0.00,2210.44,,,
Philadelphia,Weekly,"2020-11-15 00:00:00",Conventional,1.064230073,602820.90,109468.20,254547.66,328.48,238474.45,,,
Philadelphia,Weekly,"2020-11-15 00:00:00",Organic,1.841084413,22363.99,2801.31,4593.58,0.00,14967.21,,,
Phoenix/Tucson,Weekly,"2020-11-15 00:00:00",Conventional,0.801387466,1244176.58,561368.11,508350.36,3850.44,170605.78,,,
Phoenix/Tucson,Weekly,"2020-11-15 00:00:00",Organic,1.272355814,26162.38,8831.44,3787.90,0.00,13543.03,,,
Pittsburgh,Weekly,"2020-11-15 00:00:00",Conventional,1.160145348,95635.25,45554.30,15524.37,51.66,34504.92,,,
Pittsburgh,Weekly,"2020-11-15 00:00:00",Organic,1.520984545,9102.69,2419.66,5.70,0.00,6677.34,,,
Plains,Weekly,"2020-11-15 00:00:00",Conventional,0.944003564,1846993.46,843805.88,474230.40,4707.90,524248.33,,,
Plains,Weekly,"2020-11-15 00:00:00",Organic,1.480734878,48267.55,9935.14,6783.38,10.27,31533.11,,,
Portland,Weekly,"2020-11-15 00:00:00",Conventional,0.952738426,732733.98,296584.99,335453.06,27884.28,72811.65,,,
Portland,Weekly,"2020-11-15 00:00:00",Organic,1.600443870,34373.55,15045.27,16521.90,0.00,2806.38,,,
Providence,Weekly,"2020-11-15 00:00:00",Conventional,1.424123757,87169.88,3067.49,61511.61,28.67,22562.10,,,
Providence,Weekly,"2020-11-15 00:00:00",Organic,1.709833089,4546.28,11.72,5.20,0.00,4529.36,,,
Raleigh/Greensboro,Weekly,"2020-11-15 00:00:00",Conventional,1.049148570,400025.95,192427.16,66032.03,3987.87,137578.89,,,
Raleigh/Greensboro,Weekly,"2020-11-15 00:00:00",Organic,1.454295237,24485.88,12219.32,3522.63,99.76,8644.17,,,
Richmond/Norfolk,Weekly,"2020-11-15 00:00:00",Conventional,0.939318502,291121.11,126750.57,94364.42,879.75,69126.37,,,
Richmond/Norfolk,Weekly,"2020-11-15 00:00:00",Organic,1.415776879,16475.46,6689.06,3520.91,2.19,6263.31,,,
Roanoke,Weekly,"2020-11-15 00:00:00",Conventional,0.887863105,173027.05,93263.71,43999.24,170.45,35593.65,,,
Roanoke,Weekly,"2020-11-15 00:00:00",Organic,1.472151449,8082.80,1522.68,3148.74,0.00,3411.37,,,
Sacramento,Weekly,"2020-11-15 00:00:00",Conventional,1.155106950,479195.89,142214.03,246466.95,4073.48,86441.43,,,
Sacramento,Weekly,"2020-11-15 00:00:00",Organic,1.448648512,21120.86,3950.73,2853.91,1.24,14314.98,,,
"San Diego",Weekly,"2020-11-15 00:00:00",Conventional,1.235748030,451938.35,182664.38,132674.30,53021.58,83577.14,,,
"San Diego",Weekly,"2020-11-15 00:00:00",Organic,2.027668978,25623.86,9656.88,7237.59,0.00,8727.50,,,
"San Francisco",Weekly,"2020-11-15 00:00:00",Conventional,1.349858325,794744.57,223713.11,418658.21,9835.71,142533.76,,,
"San Francisco",Weekly,"2020-11-15 00:00:00",Organic,1.911036242,54379.08,17200.34,7639.68,0.00,29538.12,,,
Seattle,Weekly,"2020-11-15 00:00:00",Conventional,1.245479574,617576.02,176722.42,372098.52,2826.78,65928.29,,,
Seattle,Weekly,"2020-11-15 00:00:00",Organic,2.207693402,43984.61,16730.85,24327.68,0.00,2926.09,,,
"South Carolina",Weekly,"2020-11-15 00:00:00",Conventional,0.907622043,466308.40,276184.48,47279.64,1542.14,141302.15,,,
"South Carolina",Weekly,"2020-11-15 00:00:00",Organic,1.423330287,24289.67,5692.14,4605.51,75.17,13916.84,,,
"South Central",Weekly,"2020-11-15 00:00:00",Conventional,0.683444827,6404682.52,3364534.61,1360792.06,70068.03,1608175.89,,,
"South Central",Weekly,"2020-11-15 00:00:00",Organic,1.340579964,121731.86,37631.49,4695.09,1197.50,78207.78,,,
Southeast,Weekly,"2020-11-15 00:00:00",Conventional,0.829221199,4945526.99,3202526.24,284748.22,3073.33,1455167.94,,,
Southeast,Weekly,"2020-11-15 00:00:00",Organic,1.262083702,192749.07,11358.61,25418.37,81.87,155889.28,,,
Spokane,Weekly,"2020-11-15 00:00:00",Conventional,1.028330393,85649.70,32545.80,41263.98,62.85,11777.07,,,
Spokane,Weekly,"2020-11-15 00:00:00",Organic,1.921589405,3849.14,1718.04,1344.13,0.00,786.98,,,
"St. Louis",Weekly,"2020-11-15 00:00:00",Conventional,0.939217266,180921.53,101238.34,17351.24,26.05,62305.90,,,
"St. Louis",Weekly,"2020-11-15 00:00:00",Organic,1.709120906,6595.42,2222.22,737.44,0.00,3635.76,,,
Syracuse,Weekly,"2020-11-15 00:00:00",Conventional,1.226784279,85863.82,9715.04,43913.64,647.67,31587.47,,,
Syracuse,Weekly,"2020-11-15 00:00:00",Organic,1.599121453,4151.47,268.47,179.66,0.00,3703.35,,,
Tampa,Weekly,"2020-11-15 00:00:00",Conventional,0.831629508,544517.94,352121.59,16452.65,131.66,175812.04,,,
Tampa,Weekly,"2020-11-15 00:00:00",Organic,0.997015613,21470.98,78.67,133.35,0.00,21258.96,,,
Toledo,Weekly,"2020-11-15 00:00:00",Conventional,0.884693973,134432.24,45889.84,56589.55,10807.80,21145.04,,,
Toledo,Weekly,"2020-11-15 00:00:00",Organic,1.418689655,4437.17,360.86,1849.13,0.00,2227.18,,,
"Total U.S.",Weekly,"2020-11-15 00:00:00",Conventional,0.974245736,38455776.58,15637854.97,11734770.22,1249305.55,9832692.07,,,
"Total U.S.",Weekly,"2020-11-15 00:00:00",Organic,1.578765110,1441841.90,380844.12,269719.74,2721.53,788540.44,,,
West,Weekly,"2020-11-15 00:00:00",Conventional,0.954368602,6975278.80,2730625.62,2785400.20,104343.95,1354905.26,,,
West,Weekly,"2020-11-15 00:00:00",Organic,1.616181806,248128.15,106710.89,66775.17,1173.45,73468.63,,,
"West Tex/New Mexico",Weekly,"2020-11-15 00:00:00",Conventional,0.723102191,1029355.93,438596.80,143229.02,10947.89,435662.08,,,
"West Tex/New Mexico",Weekly,"2020-11-15 00:00:00",Organic,1.159261724,26992.05,4617.90,954.00,2025.60,19394.55,,,
Wichita,Weekly,"2020-11-15 00:00:00",Conventional,0.751094715,112790.61,68581.06,20217.04,1.09,23991.42,,,
Wichita,Weekly,"2020-11-15 00:00:00",Organic,1.366140658,1852.44,1082.97,21.87,0.00,747.60,,,
Albany,Weekly,"2020-11-22 00:00:00",Conventional,0.945943641,128831.99,6232.30,103244.65,32.52,19322.52,,,
Albany,Weekly,"2020-11-22 00:00:00",Organic,1.646561264,2442.42,178.18,283.36,1.02,1979.86,,,
Atlanta,Weekly,"2020-11-22 00:00:00",Conventional,0.820362170,689203.31,407663.59,96039.72,32.06,185467.93,,,
Atlanta,Weekly,"2020-11-22 00:00:00",Organic,1.680112986,25256.51,2541.62,13142.23,0.00,9572.66,,,
Baltimore/Washington,Weekly,"2020-11-22 00:00:00",Conventional,1.191532802,873249.02,140937.05,314447.02,3160.05,414703.75,,,
Baltimore/Washington,Weekly,"2020-11-22 00:00:00",Organic,1.438819063,48821.35,1162.90,5284.13,10.35,42363.97,,,
Birmingham/Montgomery,Weekly,"2020-11-22 00:00:00",Conventional,0.784252792,289346.29,183767.86,11901.95,9.76,93663.39,,,
Birmingham/Montgomery,Weekly,"2020-11-22 00:00:00",Organic,1.255947979,8527.98,189.48,509.82,0.00,7828.69,,,
Boise,Weekly,"2020-11-22 00:00:00",Conventional,1.154200937,97345.49,40153.42,22160.01,11673.68,23358.39,,,
Boise,Weekly,"2020-11-22 00:00:00",Organic,1.844713009,4947.89,397.23,3007.16,0.00,1543.50,,,
Boston,Weekly,"2020-11-22 00:00:00",Conventional,1.311153395,586214.84,29545.15,405219.78,399.07,151050.84,,,
Boston,Weekly,"2020-11-22 00:00:00",Organic,1.729175984,28731.89,218.50,2158.13,0.00,26355.25,,,
Buffalo/Rochester,Weekly,"2020-11-22 00:00:00",Conventional,1.030075141,173275.50,18170.43,50567.22,2213.05,102324.80,,,
Buffalo/Rochester,Weekly,"2020-11-22 00:00:00",Organic,1.568686050,11949.74,797.83,149.97,0.00,11001.94,,,
California,Weekly,"2020-11-22 00:00:00",Conventional,1.107384552,5888155.85,2723008.19,1609845.21,406690.95,1148578.72,,,
California,Weekly,"2020-11-22 00:00:00",Organic,1.840380007,274951.66,102059.97,51673.61,13.62,121201.63,,,
Charlotte,Weekly,"2020-11-22 00:00:00",Conventional,1.056440076,301263.69,134178.05,46525.58,3231.64,117328.42,,,
Charlotte,Weekly,"2020-11-22 00:00:00",Organic,1.501520791,17009.61,6820.06,3160.16,28.07,7001.32,,,
Chicago,Weekly,"2020-11-22 00:00:00",Conventional,1.268215633,715667.80,162643.66,219792.39,106684.26,226547.50,,,
Chicago,Weekly,"2020-11-22 00:00:00",Organic,1.928180071,36575.25,19911.72,3933.13,0.00,12730.40,,,
Cincinnati/Dayton,Weekly,"2020-11-22 00:00:00",Conventional,0.948659929,252536.93,107027.58,44279.92,74989.22,26240.20,,,
Cincinnati/Dayton,Weekly,"2020-11-22 00:00:00",Organic,1.652526652,12652.41,2412.34,8176.44,0.00,2063.63,,,
Columbus,Weekly,"2020-11-22 00:00:00",Conventional,0.861179893,225068.73,84534.11,102552.50,2269.55,35712.56,,,
Columbus,Weekly,"2020-11-22 00:00:00",Organic,1.664679047,8305.91,994.46,4916.71,0.00,2394.74,,,
"Dallas/Ft. Worth",Weekly,"2020-11-22 00:00:00",Conventional,0.688853580,1405610.50,694723.55,362165.33,10916.49,337805.13,,,
"Dallas/Ft. Worth",Weekly,"2020-11-22 00:00:00",Organic,1.348136287,36941.96,12576.78,1331.28,132.78,22901.13,,,
Denver,Weekly,"2020-11-22 00:00:00",Conventional,1.000223205,934002.94,289823.57,394238.56,15688.57,234252.23,,,
Denver,Weekly,"2020-11-22 00:00:00",Organic,1.451488138,31659.77,21945.79,1731.75,0.00,7982.23,,,
Detroit,Weekly,"2020-11-22 00:00:00",Conventional,1.014853026,430978.58,145173.02,54329.61,137961.17,93514.79,,,
Detroit,Weekly,"2020-11-22 00:00:00",Organic,1.328263046,20785.74,1413.75,6265.42,0.00,13106.57,,,
"Grand Rapids",Weekly,"2020-11-22 00:00:00",Conventional,1.137652568,170862.56,19792.40,49330.84,64494.01,37245.31,,,
"Grand Rapids",Weekly,"2020-11-22 00:00:00",Organic,1.405347413,4579.65,21.06,748.14,0.00,3810.45,,,
"Great Lakes",Weekly,"2020-11-22 00:00:00",Conventional,0.999691210,3515989.42,1092689.79,1038757.24,584457.85,800083.59,,,
"Great Lakes",Weekly,"2020-11-22 00:00:00",Organic,1.609795997,140029.52,38358.25,36084.06,0.00,65587.21,,,
Harrisburg/Scranton,Weekly,"2020-11-22 00:00:00",Conventional,0.986274666,334428.08,116548.91,96489.21,159.69,121230.26,,,
Harrisburg/Scranton,Weekly,"2020-11-22 00:00:00",Organic,1.331729939,13855.18,273.00,335.67,0.00,13246.52,,,
Hartford/Springfield,Weekly,"2020-11-22 00:00:00",Conventional,1.259474620,325186.84,9642.24,236031.66,396.91,79116.02,,,
Hartford/Springfield,Weekly,"2020-11-22 00:00:00",Organic,1.848637578,14315.42,352.17,4377.49,0.00,9585.76,,,
Houston,Weekly,"2020-11-22 00:00:00",Conventional,0.661920493,1198572.46,583063.60,426472.33,5071.08,183964.51,,,
Houston,Weekly,"2020-11-22 00:00:00",Organic,1.505433059,11434.45,9271.98,539.70,0.00,1622.78,,,
Indianapolis,Weekly,"2020-11-22 00:00:00",Conventional,0.842157262,222203.24,86237.96,46032.96,41700.48,48230.90,,,
Indianapolis,Weekly,"2020-11-22 00:00:00",Organic,1.520577705,6660.88,892.77,2879.88,0.00,2888.22,,,
Jacksonville,Weekly,"2020-11-22 00:00:00",Conventional,0.841087665,195554.05,128622.32,8256.11,66.06,58609.56,,,
Jacksonville,Weekly,"2020-11-22 00:00:00",Organic,1.336683292,9509.76,54.66,221.22,0.00,9233.88,,,
"Las Vegas",Weekly,"2020-11-22 00:00:00",Conventional,0.905655274,348357.98,90357.54,138270.58,168.20,119560.72,,,
"Las Vegas",Weekly,"2020-11-22 00:00:00",Organic,1.534781611,12554.16,6631.59,1048.86,0.00,4873.71,,,
"Los Angeles",Weekly,"2020-11-22 00:00:00",Conventional,1.008354553,3078363.41,1735942.57,439145.13,293542.73,609711.25,,,
"Los Angeles",Weekly,"2020-11-22 00:00:00",Organic,1.867333264,113086.28,56917.83,24013.50,5.61,32147.46,,,
Louisville,Weekly,"2020-11-22 00:00:00",Conventional,0.891154133,106473.85,46504.72,27933.89,43.35,31991.89,,,
Louisville,Weekly,"2020-11-22 00:00:00",Organic,1.551425906,5971.13,628.19,4229.47,0.00,1113.46,,,
"Miami/Ft. Lauderdale",Weekly,"2020-11-22 00:00:00",Conventional,0.849263588,866167.83,586357.18,36248.87,105.13,243452.70,,,
"Miami/Ft. Lauderdale",Weekly,"2020-11-22 00:00:00",Organic,1.178923207,35925.60,103.06,1067.85,0.00,34754.69,,,
Midsouth,Weekly,"2020-11-22 00:00:00",Conventional,1.004655884,3428963.32,1323787.21,843312.40,27117.89,1234743.71,,,
Midsouth,Weekly,"2020-11-22 00:00:00",Organic,1.431797013,200684.68,41195.78,45563.99,195.96,113728.94,,,
Nashville,Weekly,"2020-11-22 00:00:00",Conventional,0.840374556,250384.05,125139.53,45517.93,68.23,79658.36,,,
Nashville,Weekly,"2020-11-22 00:00:00",Organic,1.628280528,12816.42,858.37,6633.72,0.00,5324.33,,,
"New Orleans/Mobile",Weekly,"2020-11-22 00:00:00",Conventional,0.742942934,296889.96,154104.80,16855.17,11.68,125918.32,,,
"New Orleans/Mobile",Weekly,"2020-11-22 00:00:00",Organic,1.045850559,9793.06,889.81,0.00,0.00,8903.25,,,
"New York",Weekly,"2020-11-22 00:00:00",Conventional,1.113452372,1856056.85,60424.37,1073518.09,951.56,721162.82,,,
"New York",Weekly,"2020-11-22 00:00:00",Organic,1.657008949,85971.73,9396.85,14864.10,39.21,61671.56,,,
Northeast,Weekly,"2020-11-22 00:00:00",Conventional,1.100518740,5193522.46,453971.96,2989428.18,7010.92,1743110.46,,,
Northeast,Weekly,"2020-11-22 00:00:00",Organic,1.666173694,227404.18,19251.42,29529.94,40.75,178582.07,,,
"Northern New England",Weekly,"2020-11-22 00:00:00",Conventional,0.981795073,497077.19,19299.88,413688.32,95.67,63993.33,,,
"Northern New England",Weekly,"2020-11-22 00:00:00",Organic,1.814894304,13157.07,1417.59,505.44,0.00,11234.04,,,
Orlando,Weekly,"2020-11-22 00:00:00",Conventional,0.795939893,511644.29,300412.39,13486.98,60.80,197681.30,,,
Orlando,Weekly,"2020-11-22 00:00:00",Organic,1.232690276,23566.89,86.48,149.10,0.00,23331.31,,,
Peoria/Springfield,Weekly,"2020-11-22 00:00:00",Conventional,0.848901571,113367.26,48014.68,24386.83,10912.62,30053.14,,,
