Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Total U.S.,Weekly,2023-04-02 00:00:00,Conventional,1.012092936,40831174.23,11211372.74,5964923.32,685876.58,10863463.71,,,
Albany,Weekly,2023-04-23 00:00:00,Organic,1.624034875,3163.98,12.14,218.85,0.0,2673.96,,,
Albany,Weekly,2023-04-16 00:00:00,Organic,1.540774422,2698.15,6.56,168.86,0.0,2354.01,,,
Albany,Weekly,2023-04-09 00:00:00,Organic,1.449226392,3066.38,21.49,200.49,0.0,2694.06,,,
Albany,Weekly,2023-04-02 00:00:00,Organic,1.500165898,2933.45,7.47,249.45,0.0,2405.8,,,
Atlanta,Weekly,2023-04-23 00:00:00,Organic,1.647794498,26405.21,68.11,2784.62,0.0,12590.54,,,
Atlanta,Weekly,2023-04-16 00:00:00,Organic,1.598801406,28571.96,83.98,3342.17,0.0,10598.22,,,
Atlanta,Weekly,2023-04-09 00:00:00,Organic,1.408165378,28567.28,26.65,2083.85,0.0,12340.97,,,
Atlanta,Weekly,2023-04-02 00:00:00,Organic,1.500969797,26135.44,14.83,1800.21,0.0,8878.43,,,
Baltimore/Washington,Weekly,2023-04-23 00:00:00,Organic,1.7491572,49192.14,579.37,2948.65,11.48,37145.95,,,
Baltimore/Washington,Weekly,2023-04-16 00:00:00,Organic,1.505126784,55498.55,686.65,2962.6,22.99,45127.12,,,
Baltimore/Washington,Weekly,2023-04-09 00:00:00,Organic,1.465265708,54242.94,396.43,2536.76,6.89,45016.69,,,
Baltimore/Washington,Weekly,2023-04-02 00:00:00,Organic,1.540997976,59903.15,622.68,2589.64,10.33,47873.98,,,
Birmingham/Montgomery,Weekly,2023-04-23 00:00:00,Organic,1.276988783,11185.38,37.54,252.26,0.0,10287.42,,,
Birmingham/Montgomery,Weekly,2023-04-16 00:00:00,Organic,1.269769297,8650.1,33.48,230.74,0.0,7705.33,,,
Birmingham/Montgomery,Weekly,2023-04-09 00:00:00,Organic,1.061280707,12792.14,28.68,200.27,0.0,11993.41,,,
Birmingham/Montgomery,Weekly,2023-04-02 00:00:00,Organic,1.094079201,11956.79,54.95,152.3,0.0,11157.23,,,
Boise,Weekly,2023-04-23 00:00:00,Organic,1.472215483,6785.04,0.0,694.32,0.0,2822.4,,,
Boise,Weekly,2023-04-16 00:00:00,Organic,1.463031488,7566.88,1.2,616.02,0.0,3196.2,,,
Boise,Weekly,2023-04-09 00:00:00,Organic,1.388231766,6595.38,0.0,505.42,0.0,3213.0,,,
Boise,Weekly,2023-04-02 00:00:00,Organic,1.422352254,6625.61,6.69,545.19,0.0,2931.6,,,
Boston,Weekly,2023-04-23 00:00:00,Organic,1.407776546,42807.24,43.33,1448.93,0.0,40739.36,,,
Boston,Weekly,2023-04-16 00:00:00,Organic,1.533289536,32416.95,28.72,1357.58,0.0,30522.85,,,
Boston,Weekly,2023-04-09 00:00:00,Organic,1.521926371,35161.46,28.63,1261.6,0.0,33293.51,,,
Boston,Weekly,2023-04-02 00:00:00,Organic,1.533844502,34016.01,42.89,1464.65,0.0,31981.62,,,
Buffalo/Rochester,Weekly,2023-04-23 00:00:00,Organic,1.727684932,12038.36,404.65,87.19,0.0,11441.37,,,
Buffalo/Rochester,Weekly,2023-04-16 00:00:00,Organic,1.655778668,13295.6,259.2,53.63,0.0,12935.25,,,
Buffalo/Rochester,Weekly,2023-04-09 00:00:00,Organic,1.631937433,13189.36,436.16,65.98,0.0,12673.56,,,
Buffalo/Rochester,Weekly,2023-04-02 00:00:00,Organic,1.69067485,12465.67,438.16,67.06,0.0,11926.5,,,
Charlotte,Weekly,2023-04-23 00:00:00,Organic,1.452898477,19481.61,124.44,1739.31,15.4,16554.63,,,
Charlotte,Weekly,2023-04-16 00:00:00,Organic,1.444577723,17720.34,114.7,2109.2,18.72,14984.19,,,
Charlotte,Weekly,2023-04-09 00:00:00,Organic,1.3595615,18714.53,129.2,1488.57,12.11,16001.95,,,
Charlotte,Weekly,2023-04-02 00:00:00,Organic,1.415144213,23712.9,167.81,1725.27,35.21,18299.59,,,
Chicago,Weekly,2023-04-23 00:00:00,Organic,1.507994323,37460.37,464.15,3619.65,0.0,12506.09,,,
Chicago,Weekly,2023-04-16 00:00:00,Organic,1.478507568,51763.36,581.15,4730.32,0.0,11913.14,,,
Chicago,Weekly,2023-04-09 00:00:00,Organic,1.640555202,55602.88,338.88,3049.0,0.0,14947.89,,,
Chicago,Weekly,2023-04-02 00:00:00,Organic,1.526880155,29896.84,422.03,3677.53,0.0,11193.72,,,
Cincinnati/Dayton,Weekly,2023-04-23 00:00:00,Organic,1.751403298,13204.68,14.76,2342.16,0.0,3304.2,,,
Cincinnati/Dayton,Weekly,2023-04-16 00:00:00,Organic,1.732390823,14227.94,24.55,2030.53,0.0,3494.63,,,
Cincinnati/Dayton,Weekly,2023-04-09 00:00:00,Organic,1.681675396,14436.97,26.51,1514.01,0.0,3952.84,,,
Cincinnati/Dayton,Weekly,2023-04-02 00:00:00,Organic,1.674789556,13892.3,7.28,1804.7,0.0,4018.49,,,
Columbus,Weekly,2023-04-23 00:00:00,Organic,1.729616553,9273.32,374.68,797.2,0.0,3178.45,,,
Columbus,Weekly,2023-04-16 00:00:00,Organic,1.721221191,11504.65,404.7,852.31,0.0,4095.03,,,
Columbus,Weekly,2023-04-09 00:00:00,Organic,1.680832661,9950.57,395.56,727.19,0.0,3703.44,,,
Columbus,Weekly,2023-04-02 00:00:00,Organic,1.668755289,9563.99,313.71,734.27,0.0,3610.44,,,
Dallas/Ft. Worth,Weekly,2023-04-23 00:00:00,Organic,1.162070802,46470.92,4176.2,291.52,0.0,28482.15,,,
Dallas/Ft. Worth,Weekly,2023-04-16 00:00:00,Organic,1.126433383,45354.41,5840.41,428.6,0.0,27157.85,,,
Dallas/Ft. Worth,Weekly,2023-04-09 00:00:00,Organic,1.031216346,50173.45,5820.88,443.19,0.0,29202.1,,,
Dallas/Ft. Worth,Weekly,2023-04-02 00:00:00,Organic,1.103820506,48175.27,5045.16,489.07,0.0,28617.3,,,
Denver,Weekly,2023-04-23 00:00:00,Organic,1.383997961,38363.02,4960.22,475.23,0.0,12919.46,,,
Denver,Weekly,2023-04-16 00:00:00,Organic,1.252360234,44348.31,5613.53,484.93,0.0,14135.23,,,
Denver,Weekly,2023-04-09 00:00:00,Organic,1.120266756,44735.39,4567.92,328.16,0.0,15840.43,,,
Denver,Weekly,2023-04-02 00:00:00,Organic,1.161529931,36372.48,3578.33,359.36,0.0,14505.23,,,
Detroit,Weekly,2023-04-23 00:00:00,Organic,1.673312515,11901.99,264.6,2024.48,0.0,4590.44,,,
Detroit,Weekly,2023-04-16 00:00:00,Organic,1.630991001,14268.83,230.23,2331.12,0.0,5763.47,,,
Detroit,Weekly,2023-04-09 00:00:00,Organic,1.552060831,14929.44,208.19,1558.91,0.0,6290.36,,,
Detroit,Weekly,2023-04-02 00:00:00,Organic,1.548208637,11823.31,256.87,1169.35,0.0,5051.86,,,
Grand Rapids,Weekly,2023-04-23 00:00:00,Organic,1.557813145,4202.66,2.42,584.23,0.0,3616.0,,,
Grand Rapids,Weekly,2023-04-16 00:00:00,Organic,1.472643653,5300.92,4.85,620.03,0.0,4676.03,,,
Grand Rapids,Weekly,2023-04-09 00:00:00,Organic,1.480499997,5190.98,10.94,750.96,0.0,4429.08,,,
Grand Rapids,Weekly,2023-04-02 00:00:00,Organic,1.41105475,4440.64,11.74,481.03,0.0,3947.87,,,
Harrisburg/Scranton,Weekly,2023-04-23 00:00:00,Organic,1.464876609,14678.48,185.34,670.54,0.0,13822.6,,,
Harrisburg/Scranton,Weekly,2023-04-16 00:00:00,Organic,1.37784618,15181.71,244.84,510.82,0.0,14426.04,,,
Harrisburg/Scranton,Weekly,2023-04-09 00:00:00,Organic,1.311915262,17508.6,196.2,483.87,0.0,16798.79,,,
Harrisburg/Scranton,Weekly,2023-04-02 00:00:00,Organic,1.336117079,16332.16,248.33,781.94,0.0,15278.92,,,
Hartford/Springfield,Weekly,2023-04-23 00:00:00,Organic,1.354623858,27263.95,512.51,4531.67,0.0,22119.98,,,
Hartford/Springfield,Weekly,2023-04-16 00:00:00,Organic,1.816079786,16316.61,619.42,4501.17,0.0,11104.33,,,
Hartford/Springfield,Weekly,2023-04-09 00:00:00,Organic,1.752169471,18285.88,518.31,4557.54,0.0,13140.55,,,
Hartford/Springfield,Weekly,2023-04-02 00:00:00,Organic,1.782772774,17186.09,698.49,4695.6,2.23,11709.75,,,
Houston,Weekly,2023-04-23 00:00:00,Organic,1.136789744,16687.22,4018.9,64.92,0.0,7445.83,,,
Houston,Weekly,2023-04-16 00:00:00,Organic,1.246321962,19947.66,4020.79,43.31,0.0,9321.52,,,
Houston,Weekly,2023-04-09 00:00:00,Organic,1.041993006,24282.55,3813.27,87.32,0.0,13508.31,,,
Houston,Weekly,2023-04-02 00:00:00,Organic,0.949644029,23357.96,3094.05,46.31,0.0,15228.43,,,
Indianapolis,Weekly,2023-04-23 00:00:00,Organic,1.609697886,7826.24,62.83,666.39,0.0,3407.54,,,
Indianapolis,Weekly,2023-04-16 00:00:00,Organic,1.588262917,10405.87,84.62,750.18,0.0,4408.27,,,
Indianapolis,Weekly,2023-04-09 00:00:00,Organic,1.503228817,10183.72,105.32,694.72,0.0,4955.44,,,
Indianapolis,Weekly,2023-04-02 00:00:00,Organic,1.427854695,8321.21,105.84,429.02,0.0,4465.58,,,
Jacksonville,Weekly,2023-04-23 00:00:00,Organic,1.458522317,8401.97,85.59,169.11,0.0,7068.7,,,
Jacksonville,Weekly,2023-04-16 00:00:00,Organic,1.519003515,6082.42,79.0,208.48,0.0,3686.4,,,
Jacksonville,Weekly,2023-04-09 00:00:00,Organic,1.332551738,9167.6,112.82,119.11,0.0,7373.08,,,
Jacksonville,Weekly,2023-04-02 00:00:00,Organic,1.418641544,7998.93,86.27,169.73,0.0,5479.27,,,
Las Vegas,Weekly,2023-04-23 00:00:00,Organic,1.141246544,17237.47,1125.89,356.8,0.0,8760.68,,,
Las Vegas,Weekly,2023-04-16 00:00:00,Organic,1.142793884,17365.2,1105.19,465.88,0.0,9727.73,,,
Las Vegas,Weekly,2023-04-09 00:00:00,Organic,1.096490761,20913.51,1102.75,473.09,0.0,11725.61,,,
Las Vegas,Weekly,2023-04-02 00:00:00,Organic,1.104244177,19997.33,1019.91,410.92,0.0,10877.48,,,
Los Angeles,Weekly,2023-04-23 00:00:00,Organic,1.723013146,120929.42,8262.58,1113.67,0.0,61496.57,,,
Los Angeles,Weekly,2023-04-16 00:00:00,Organic,1.698642887,116610.66,8476.97,958.82,2.77,64757.83,,,
Los Angeles,Weekly,2023-04-09 00:00:00,Organic,1.634361221,137405.54,7484.75,1043.63,0.0,75609.81,,,
Los Angeles,Weekly,2023-04-02 00:00:00,Organic,1.660004452,129533.54,6120.04,948.48,0.0,68354.44,,,
Louisville,Weekly,2023-04-23 00:00:00,Organic,1.787032734,6042.32,4.21,626.29,0.0,1264.14,,,
Louisville,Weekly,2023-04-16 00:00:00,Organic,1.910574374,6098.62,0.0,797.11,0.0,827.35,,,
Louisville,Weekly,2023-04-09 00:00:00,Organic,1.881206338,5709.14,0.0,490.58,0.0,1544.55,,,
Louisville,Weekly,2023-04-02 00:00:00,Organic,1.773296944,5689.16,0.0,544.84,0.0,1321.98,,,
Miami/Ft. Lauderdale,Weekly,2023-04-23 00:00:00,Organic,1.314275136,52842.32,273.71,0.0,0.0,17139.08,,,
Miami/Ft. Lauderdale,Weekly,2023-04-16 00:00:00,Organic,1.319293602,53105.58,395.2,0.0,0.0,15170.28,,,
Miami/Ft. Lauderdale,Weekly,2023-04-09 00:00:00,Organic,1.371645577,42905.76,257.82,1.13,0.0,32078.91,,,
Miami/Ft. Lauderdale,Weekly,2023-04-02 00:00:00,Organic,1.314806251,40833.36,283.26,2.27,0.0,22011.34,,,
Nashville,Weekly,2023-04-23 00:00:00,Organic,1.560765179,17304.89,82.29,1411.77,0.0,7017.89,,,
Nashville,Weekly,2023-04-16 00:00:00,Organic,1.617510661,13547.23,67.73,1330.73,0.0,5472.35,,,
Nashville,Weekly,2023-04-09 00:00:00,Organic,1.52770102,16976.99,101.12,1171.01,0.0,6504.58,,,
Nashville,Weekly,2023-04-02 00:00:00,Organic,1.514546219,19553.33,98.03,1533.21,0.0,7541.02,,,
Northern New England,Weekly,2023-04-23 00:00:00,Organic,1.790121942,13997.89,9.48,200.37,0.0,11861.81,,,
Northern New England,Weekly,2023-04-16 00:00:00,Organic,1.615493812,13350.1,35.25,223.73,0.0,11341.05,,,
Northern New England,Weekly,2023-04-09 00:00:00,Organic,1.526002349,17861.9,81.3,139.56,0.0,15519.21,,,
Northern New England,Weekly,2023-04-02 00:00:00,Organic,1.591697993,14600.67,59.56,200.33,0.0,12264.97,,,
New Orleans/Mobile,Weekly,2023-04-23 00:00:00,Organic,1.543199764,6612.06,177.7,65.33,0.0,6197.96,,,
New Orleans/Mobile,Weekly,2023-04-16 00:00:00,Organic,1.552475518,5750.56,285.4,20.32,0.0,5428.37,,,
New Orleans/Mobile,Weekly,2023-04-09 00:00:00,Organic,1.220391016,6065.05,306.44,40.66,0.0,5536.28,,,
New Orleans/Mobile,Weekly,2023-04-02 00:00:00,Organic,1.36380919,6376.15,267.0,20.34,0.0,6032.08,,,
New York,Weekly,2023-04-23 00:00:00,Organic,1.459749564,134930.27,11729.52,3057.91,1.57,110004.27,,,
New York,Weekly,2023-04-16 00:00:00,Organic,1.63971085,91139.06,7436.59,2883.43,0.0,71193.98,,,
New York,Weekly,2023-04-09 00:00:00,Organic,1.597939007,98540.59,6603.93,2492.98,0.0,80726.54,,,
New York,Weekly,2023-04-02 00:00:00,Organic,1.633943777,105384.34,15379.79,3265.42,9.37,77299.14,,,
Orlando,Weekly,2023-04-23 00:00:00,Organic,1.269044523,28768.89,254.28,0.0,0.0,22466.63,,,
Orlando,Weekly,2023-04-16 00:00:00,Organic,1.257783856,25341.5,231.24,0.0,0.0,11740.1,,,
Orlando,Weekly,2023-04-09 00:00:00,Organic,1.230774778,31019.08,219.1,0.0,0.0,27266.82,,,
Orlando,Weekly,2023-04-02 00:00:00,Organic,1.203547804,29212.75,214.17,0.0,0.0,17692.74,,,
Peoria/Springfield,Weekly,2023-04-23 00:00:00,Organic,1.549221429,3839.42,29.16,373.52,0.0,2602.98,,,
Peoria/Springfield,Weekly,2023-04-16 00:00:00,Organic,1.432442759,4495.29,19.79,311.11,0.0,3111.4,,,
Peoria/Springfield,Weekly,2023-04-09 00:00:00,Organic,1.320856096,4958.5,23.85,368.38,0.0,3538.67,,,
Peoria/Springfield,Weekly,2023-04-02 00:00:00,Organic,1.359577047,3797.35,8.59,359.37,0.0,2551.88,,,
Philadelphia,Weekly,2023-04-23 00:00:00,Organic,1.6870661,28347.3,1338.34,1306.1,0.0,21055.24,,,
Philadelphia,Weekly,2023-04-16 00:00:00,Organic,1.522330547,29258.18,1571.44,1298.79,0.0,22377.35,,,
Philadelphia,Weekly,2023-04-09 00:00:00,Organic,1.458835657,31776.79,1392.85,1058.23,0.0,26119.85,,,
Philadelphia,Weekly,2023-04-02 00:00:00,Organic,1.483004045,29766.79,1935.44,1148.31,0.0,23288.83,,,
Phoenix/Tucson,Weekly,2023-04-23 00:00:00,Organic,1.527145814,26064.99,1907.2,998.53,0.0,8044.31,,,
Phoenix/Tucson,Weekly,2023-04-16 00:00:00,Organic,1.337432061,27480.35,2102.97,1056.81,0.0,10166.36,,,
Phoenix/Tucson,Weekly,2023-04-09 00:00:00,Organic,1.184513638,31770.06,2259.35,1082.04,0.0,11731.13,,,
Phoenix/Tucson,Weekly,2023-04-02 00:00:00,Organic,1.276147712,28781.56,3898.52,1165.91,0.0,10420.99,,,
Pittsburgh,Weekly,2023-04-23 00:00:00,Organic,1.665082163,6154.48,613.3,0.0,0.0,4663.67,,,
Pittsburgh,Weekly,2023-04-16 00:00:00,Organic,1.569130744,8140.33,658.65,0.0,0.0,6614.89,,,
Pittsburgh,Weekly,2023-04-09 00:00:00,Organic,1.560055831,8290.73,840.4,0.0,0.0,6526.81,,,
Pittsburgh,Weekly,2023-04-02 00:00:00,Organic,1.522361017,7700.19,752.37,2.79,0.0,6013.11,,,
Portland,Weekly,2023-04-23 00:00:00,Organic,1.892524748,28951.38,0.94,4795.31,0.0,4820.03,,,
Portland,Weekly,2023-04-16 00:00:00,Organic,1.909017777,32709.97,5.53,4559.85,32.36,5478.38,,,
Portland,Weekly,2023-04-09 00:00:00,Organic,1.819395761,32760.19,10.53,4146.42,54.01,6256.95,,,
Portland,Weekly,2023-04-02 00:00:00,Organic,1.761568796,30181.24,8.1,3881.72,0.0,5366.03,,,
Providence,Weekly,2023-04-23 00:00:00,Organic,1.171245672,9026.69,12.55,4.18,0.0,9009.95,,,
Providence,Weekly,2023-04-16 00:00:00,Organic,1.436686824,4271.52,8.39,13.98,0.0,4249.15,,,
Providence,Weekly,2023-04-09 00:00:00,Organic,1.45561485,5322.39,11.6,17.23,0.0,5293.56,,,
Providence,Weekly,2023-04-02 00:00:00,Organic,1.4050309,4788.84,1.4,8.38,0.0,4779.06,,,
Raleigh/Greensboro,Weekly,2023-04-23 00:00:00,Organic,1.426064907,27922.14,937.36,1838.99,20.14,24630.38,,,
Raleigh/Greensboro,Weekly,2023-04-16 00:00:00,Organic,1.403780253,27790.6,942.76,1854.77,15.91,24434.81,,,
Raleigh/Greensboro,Weekly,2023-04-09 00:00:00,Organic,1.357270091,29418.05,795.0,1732.54,24.39,25707.44,,,
Raleigh/Greensboro,Weekly,2023-04-02 00:00:00,Organic,1.375022705,29503.97,790.1,1681.4,33.92,23993.6,,,
Richmond/Norfolk,Weekly,2023-04-23 00:00:00,Organic,1.413417828,18997.99,3.2,1151.39,0.0,14658.48,,,
Richmond/Norfolk,Weekly,2023-04-16 00:00:00,Organic,1.346656565,21755.5,0.0,1128.04,0.0,17164.93,,,
Richmond/Norfolk,Weekly,2023-04-09 00:00:00,Organic,1.244023979,25535.84,6.04,1004.03,0.0,20720.29,,,
Richmond/Norfolk,Weekly,2023-04-02 00:00:00,Organic,1.297693257,23459.98,0.0,1057.71,6.41,18420.07,,,
Roanoke,Weekly,2023-04-23 00:00:00,Organic,1.558804135,9495.08,0.0,1040.2,0.0,5210.14,,,
Roanoke,Weekly,2023-04-16 00:00:00,Organic,1.519641223,9996.65,0.0,928.82,0.0,5819.97,,,
Roanoke,Weekly,2023-04-09 00:00:00,Organic,1.428385236,11235.77,0.94,909.76,0.0,6849.9,,,
Roanoke,Weekly,2023-04-02 00:00:00,Organic,1.356844655,11663.1,3.45,823.42,0.0,7231.21,,,
Sacramento,Weekly,2023-04-23 00:00:00,Organic,1.016136919,53966.29,2923.94,1588.06,0.0,45284.99,,,
Sacramento,Weekly,2023-04-16 00:00:00,Organic,1.076352377,46667.38,3551.21,1495.78,0.0,38890.33,,,
Sacramento,Weekly,2023-04-09 00:00:00,Organic,1.054765451,50735.03,2930.14,1421.15,0.0,43121.09,,,
Sacramento,Weekly,2023-04-02 00:00:00,Organic,1.058241475,48336.96,2323.4,1144.55,0.0,41347.88,,,
San Diego,Weekly,2023-04-23 00:00:00,Organic,2.029722844,20341.04,1871.34,389.4,0.0,7486.11,,,
San Diego,Weekly,2023-04-16 00:00:00,Organic,2.078487782,19543.07,1778.57,386.83,0.0,6889.71,,,
San Diego,Weekly,2023-04-09 00:00:00,Organic,1.872883577,23069.97,1522.92,407.05,0.0,9236.59,,,
San Diego,Weekly,2023-04-02 00:00:00,Organic,1.866185023,27289.23,1511.93,425.36,0.0,9264.94,,,
San Francisco,Weekly,2023-04-23 00:00:00,Organic,1.431264619,81370.41,5504.62,2245.38,0.0,52596.81,,,
San Francisco,Weekly,2023-04-16 00:00:00,Organic,1.484275233,83723.51,8091.03,2291.3,0.0,58157.66,,,
San Francisco,Weekly,2023-04-09 00:00:00,Organic,1.397473117,85667.44,4948.44,1833.5,0.0,63934.59,,,
San Francisco,Weekly,2023-04-02 00:00:00,Organic,1.514665671,84047.12,4046.03,1648.45,0.0,59844.52,,,
Seattle,Weekly,2023-04-23 00:00:00,Organic,2.467368823,61163.01,571.4,6869.17,179.61,7204.05,,,
Seattle,Weekly,2023-04-16 00:00:00,Organic,2.417213164,56741.55,631.18,6940.02,19.21,7565.25,,,
Seattle,Weekly,2023-04-09 00:00:00,Organic,1.879672694,73227.3,521.22,9752.9,87.05,8253.0,,,
Seattle,Weekly,2023-04-02 00:00:00,Organic,1.802991487,73957.66,618.63,8564.67,20.36,8384.78,,,
South Carolina,Weekly,2023-04-23 00:00:00,Organic,1.449837817,27355.58,1117.47,1810.19,2.32,21769.8,,,
South Carolina,Weekly,2023-04-16 00:00:00,Organic,1.456634757,24848.41,1126.11,2077.3,12.78,18828.25,,,
South Carolina,Weekly,2023-04-09 00:00:00,Organic,1.325226769,29035.85,1124.28,1669.59,2.33,22824.55,,,
South Carolina,Weekly,2023-04-02 00:00:00,Organic,1.38486806,26870.05,963.34,1585.05,6.98,19556.55,,,
Spokane,Weekly,2023-04-23 00:00:00,Organic,1.967093299,5162.62,77.67,483.3,0.0,1764.53,,,
Spokane,Weekly,2023-04-16 00:00:00,Organic,1.798976544,5381.63,86.39,521.82,0.0,2239.65,,,
Spokane,Weekly,2023-04-09 00:00:00,Organic,1.784278299,5669.61,74.42,590.2,0.0,2486.4,,,
Spokane,Weekly,2023-04-02 00:00:00,Organic,1.735425624,4281.79,95.21,384.3,0.0,1992.9,,,
St. Louis,Weekly,2023-04-23 00:00:00,Organic,2.183946642,6982.73,1025.96,965.79,0.0,3257.21,,,
St. Louis,Weekly,2023-04-16 00:00:00,Organic,2.036546955,6914.98,641.48,955.06,0.0,3336.82,,,
St. Louis,Weekly,2023-04-09 00:00:00,Organic,1.887959715,7171.4,724.85,844.24,0.0,3913.19,,,
St. Louis,Weekly,2023-04-02 00:00:00,Organic,2.03305215,7524.71,608.4,984.44,0.0,3518.39,,,
Syracuse,Weekly,2023-04-23 00:00:00,Organic,1.660046499,4005.11,46.11,49.65,0.0,3831.53,,,
Syracuse,Weekly,2023-04-16 00:00:00,Organic,1.598505758,4339.05,63.81,76.8,0.0,4148.75,,,
Syracuse,Weekly,2023-04-09 00:00:00,Organic,1.562518087,4751.51,82.39,100.62,0.0,4461.41,,,
Syracuse,Weekly,2023-04-02 00:00:00,Organic,1.563158674,4235.15,52.14,67.55,0.0,4006.13,,,
Tampa,Weekly,2023-04-23 00:00:00,Organic,1.233638624,22349.22,177.14,0.0,0.0,16866.85,,,
Tampa,Weekly,2023-04-16 00:00:00,Organic,1.234056346,17601.84,183.04,0.0,0.0,6747.13,,,
Tampa,Weekly,2023-04-09 00:00:00,Organic,1.126120628,26484.73,162.55,0.0,0.0,16417.86,,,
Tampa,Weekly,2023-04-02 00:00:00,Organic,1.152413434,19918.8,206.42,0.0,0.0,8697.39,,,
Toledo,Weekly,2023-04-23 00:00:00,Organic,1.616580814,4485.55,10.27,408.24,0.0,2045.43,,,
Toledo,Weekly,2023-04-16 00:00:00,Organic,1.55134308,4807.25,10.8,418.45,0.0,2340.7,,,
Toledo,Weekly,2023-04-09 00:00:00,Organic,1.435338912,4940.91,3.86,365.68,0.0,2741.98,,,
Toledo,Weekly,2023-04-02 00:00:00,Organic,1.43075881,4761.41,10.82,347.9,0.0,2639.53,,,
West Tex/New Mexico,Weekly,2023-04-23 00:00:00,Organic,1.152252333,41831.0,853.18,170.77,0.0,22124.17,,,
West Tex/New Mexico,Weekly,2023-04-16 00:00:00,Organic,1.054129467,52327.13,844.46,257.0,0.0,29517.41,,,
West Tex/New Mexico,Weekly,2023-04-09 00:00:00,Organic,0.823749869,39842.25,881.9,219.32,0.0,27129.76,,,
West Tex/New Mexico,Weekly,2023-04-02 00:00:00,Organic,1.130185793,46286.84,900.7,217.82,0.0,24331.98,,,
Wichita,Weekly,2023-04-23 00:00:00,Organic,1.277525962,2936.98,318.84,6.37,0.0,1971.11,,,
Wichita,Weekly,2023-04-16 00:00:00,Organic,1.351587645,3133.48,290.78,13.81,0.0,1813.61,,,
Wichita,Weekly,2023-04-09 00:00:00,Organic,1.247310107,3267.57,278.96,4.25,0.0,2145.02,,,
Wichita,Weekly,2023-04-02 00:00:00,Organic,1.242779786,3381.23,306.88,6.38,0.0,1869.13,,,
California,Weekly,2023-04-23 00:00:00,Organic,1.456727777,366567.66,25156.92,7429.43,0.0,231796.52,,,
California,Weekly,2023-04-16 00:00:00,Organic,1.487666194,355254.63,29729.59,7166.35,2.91,232647.43,,,
California,Weekly,2023-04-09 00:00:00,Organic,1.420456842,395236.18,22981.48,6577.53,0.0,265572.66,,,
California,Weekly,2023-04-02 00:00:00,Organic,1.475866638,383278.38,19342.08,6055.31,0.0,247903.69,,,
Great Lakes,Weekly,2023-04-23 00:00:00,Organic,1.394446864,170367.83,2662.02,13950.55,0.0,94493.54,,,
Great Lakes,Weekly,2023-04-16 00:00:00,Organic,1.4012398,202764.83,3046.0,16010.99,0.0,102377.8,,,
Great Lakes,Weekly,2023-04-09 00:00:00,Organic,1.378858949,211947.3,2576.14,11971.69,0.0,118184.19,,,
Great Lakes,Weekly,2023-04-02 00:00:00,Organic,1.311195893,170819.15,3358.02,11769.8,0.0,102912.83,,,
Midsouth,Weekly,2023-04-23 00:00:00,Organic,1.542675422,218325.92,2547.35,16743.29,56.13,156539.69,,,
Midsouth,Weekly,2023-04-16 00:00:00,Organic,1.467633881,227265.08,2631.31,17021.01,76.93,168304.69,,,
Midsouth,Weekly,2023-04-09 00:00:00,Organic,1.394866482,241717.37,2139.97,14357.84,59.68,183143.11,,,
Midsouth,Weekly,2023-04-02 00:00:00,Organic,1.413374976,255454.7,2436.48,15276.34,95.15,184652.74,,,
Northeast,Weekly,2023-04-23 00:00:00,Organic,1.497548931,319621.85,16827.03,12950.66,1.58,270096.39,,,
Northeast,Weekly,2023-04-16 00:00:00,Organic,1.598102164,250019.4,12373.93,12435.82,0.0,207485.27,,,
Northeast,Weekly,2023-04-09 00:00:00,Organic,1.550254392,276868.62,11687.84,11764.2,0.0,236881.42,,,
Northeast,Weekly,2023-04-02 00:00:00,Organic,1.581532313,272269.45,22523.39,14343.99,17.53,217282.99,,,
Plains,Weekly,2023-04-23 00:00:00,Organic,1.109363757,129366.69,8892.93,21155.81,0.0,95383.38,,,
Plains,Weekly,2023-04-16 00:00:00,Organic,1.001708369,131053.56,7726.67,8295.19,0.0,110023.14,,,
Plains,Weekly,2023-04-09 00:00:00,Organic,1.006600044,144060.49,10911.18,4443.96,0.0,123900.94,,,
Plains,Weekly,2023-04-02 00:00:00,Organic,0.964273094,134454.77,8224.7,3703.36,0.0,116761.36,,,
South Central,Weekly,2023-04-23 00:00:00,Organic,1.170515735,163826.74,13853.04,3175.91,0.0,108195.32,,,
South Central,Weekly,2023-04-16 00:00:00,Organic,1.151280551,179953.2,25156.52,2452.37,0.0,112954.47,,,
South Central,Weekly,2023-04-09 00:00:00,Organic,1.023958664,183564.51,18059.9,4308.72,0.0,126521.62,,,
South Central,Weekly,2023-04-02 00:00:00,Organic,1.106825401,190903.44,26898.5,3388.85,0.0,123747.31,,,
Southeast,Weekly,2023-04-23 00:00:00,Organic,1.360485139,229661.94,2370.08,6795.87,2.36,145556.17,,,
Southeast,Weekly,2023-04-16 00:00:00,Organic,1.363912943,210667.38,2488.1,7878.54,13.46,100523.47,,,
Southeast,Weekly,2023-04-09 00:00:00,Organic,1.258430921,240670.83,2675.21,5612.0,8.51,176091.29,,,
Southeast,Weekly,2023-04-02 00:00:00,Organic,1.283780099,215425.49,2205.45,5213.7,8.2,127911.09,,,
