Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Orlando,Weekly,2020-10-04 00:00:00,Organic,1.316174045,22643.78,39.7,130.2,0.0,22472.94,,,
Peoria/Springfield,Weekly,2020-10-04 00:00:00,Conventional,0.915317882,125742.91,68502.48,23646.9,1971.46,31622.06,,,
Peoria/Springfield,Weekly,2020-10-04 00:00:00,Organic,1.759352594,3336.07,229.96,1050.62,0.0,2055.49,,,
Philadelphia,Weekly,2020-10-04 00:00:00,Conventional,1.04715634,602791.43,164727.94,231793.6,485.8,205784.1,,,
Philadelphia,Weekly,2020-10-04 00:00:00,Organic,1.607688684,29587.5,4003.01,3486.94,0.0,22096.6,,,
Phoenix/Tucson,Weekly,2020-10-04 00:00:00,Conventional,0.853298398,1271310.78,559181.98,563608.95,3503.68,145015.22,,,
Phoenix/Tucson,Weekly,2020-10-04 00:00:00,Organic,1.393297962,29302.34,12181.7,4298.43,0.0,12822.21,,,
Pittsburgh,Weekly,2020-10-04 00:00:00,Conventional,1.19030254,107626.89,55718.04,14679.84,47.75,37181.26,,,
Pittsburgh,Weekly,2020-10-04 00:00:00,Organic,1.592731336,8902.48,2395.26,0.0,0.0,6507.22,,,
Plains,Weekly,2020-10-04 00:00:00,Conventional,1.004954584,1835128.67,994391.57,381396.19,3340.8,455999.17,,,
Plains,Weekly,2020-10-04 00:00:00,Organic,1.557261793,44172.26,10752.21,4840.28,20.59,28559.17,,,
Portland,Weekly,2020-10-04 00:00:00,Conventional,1.1665786,684931.43,315382.86,254502.92,33291.9,81753.76,,,
Portland,Weekly,2020-10-04 00:00:00,Organic,2.106631614,27857.21,2099.8,22774.84,6.73,2975.83,,,
Providence,Weekly,2020-10-04 00:00:00,Conventional,1.525737454,84811.42,4379.03,67940.87,38.75,12452.78,,,
Providence,Weekly,2020-10-04 00:00:00,Organic,1.662352757,4727.6,14.1,0.0,0.0,4713.5,,,
Raleigh/Greensboro,Weekly,2020-10-04 00:00:00,Conventional,1.056949509,420790.85,202821.39,67670.95,3636.1,146662.41,,,
Raleigh/Greensboro,Weekly,2020-10-04 00:00:00,Organic,1.536924999,25956.44,13052.71,4096.1,41.21,8766.42,,,
Richmond/Norfolk,Weekly,2020-10-04 00:00:00,Conventional,1.023078664,303687.33,142419.0,72836.0,845.88,87586.45,,,
Richmond/Norfolk,Weekly,2020-10-04 00:00:00,Organic,1.568585604,15962.85,3016.59,3333.96,4.38,9607.93,,,
Roanoke,Weekly,2020-10-04 00:00:00,Conventional,0.957407331,178187.62,101453.69,35367.55,51.72,41314.66,,,
Roanoke,Weekly,2020-10-04 00:00:00,Organic,1.675931946,6577.36,914.93,2886.91,0.0,2775.52,,,
Sacramento,Weekly,2020-10-04 00:00:00,Conventional,1.22004083,505042.97,167494.91,245984.41,3969.33,87594.32,,,
Sacramento,Weekly,2020-10-04 00:00:00,Organic,1.970174572,17960.71,5872.44,2940.46,0.0,9147.81,,,
San Diego,Weekly,2020-10-04 00:00:00,Conventional,1.2341452,522783.78,234309.37,144899.86,46268.03,97306.53,,,
San Diego,Weekly,2020-10-04 00:00:00,Organic,1.828193145,34559.12,11005.61,12839.84,2.88,10710.79,,,
San Francisco,Weekly,2020-10-04 00:00:00,Conventional,1.297309428,913039.85,237130.65,524042.03,9467.5,142398.73,,,
San Francisco,Weekly,2020-10-04 00:00:00,Organic,2.076560264,60856.8,18439.6,6976.86,0.0,35440.35,,,
Seattle,Weekly,2020-10-04 00:00:00,Conventional,1.407534582,604856.19,226631.16,291713.99,2792.41,83718.63,,,
Seattle,Weekly,2020-10-04 00:00:00,Organic,2.32766397,41531.2,10522.84,25966.05,9.0,5033.31,,,
South Carolina,Weekly,2020-10-04 00:00:00,Conventional,0.999786898,488547.14,303396.59,50955.17,1586.95,132607.49,,,
South Carolina,Weekly,2020-10-04 00:00:00,Organic,1.545894939,23493.44,5882.78,4299.85,36.7,13274.12,,,
South Central,Weekly,2020-10-04 00:00:00,Conventional,0.754749423,6015185.64,3032944.75,1486550.75,95024.47,1398670.17,,,
South Central,Weekly,2020-10-04 00:00:00,Organic,1.385079445,113075.55,30134.64,3641.64,1440.12,77859.16,,,
Southeast,Weekly,2020-10-04 00:00:00,Conventional,0.93706472,5138122.49,3108741.26,672611.42,4205.84,1352486.21,,,
Southeast,Weekly,2020-10-04 00:00:00,Organic,1.453569339,176121.57,8012.77,25601.27,40.36,142455.83,,,
Spokane,Weekly,2020-10-04 00:00:00,Conventional,1.184382177,83411.45,34608.5,35076.39,25.48,13701.08,,,
Spokane,Weekly,2020-10-04 00:00:00,Organic,2.260477646,3201.93,935.76,1403.2,0.0,862.97,,,
St. Louis,Weekly,2020-10-04 00:00:00,Conventional,0.947251211,210370.74,136348.82,18726.55,110.41,55184.96,,,
St. Louis,Weekly,2020-10-04 00:00:00,Organic,2.051329904,5732.14,1093.3,1945.54,3.59,2689.71,,,
Syracuse,Weekly,2020-10-04 00:00:00,Conventional,1.168534621,78204.13,12185.34,34290.73,556.43,31171.63,,,
Syracuse,Weekly,2020-10-04 00:00:00,Organic,1.640689349,3992.49,308.08,100.96,0.0,3583.45,,,
Tampa,Weekly,2020-10-04 00:00:00,Conventional,0.947676207,527796.15,209514.23,154411.95,90.05,163779.23,,,
Tampa,Weekly,2020-10-04 00:00:00,Organic,1.222339681,19885.29,38.1,137.55,0.0,19709.64,,,
Toledo,Weekly,2020-10-04 00:00:00,Conventional,0.827685346,147994.12,76300.44,38408.15,7535.1,25750.44,,,
Toledo,Weekly,2020-10-04 00:00:00,Organic,1.545923429,3407.03,178.72,1899.76,0.0,1328.55,,,
Total U.S.,Weekly,2020-10-04 00:00:00,Conventional,1.021127752,39224419.8,16624521.14,12427347.39,970932.64,9199514.56,,,
Total U.S.,Weekly,2020-10-04 00:00:00,Organic,1.676556023,1446942.57,347042.79,309772.71,3748.52,786354.72,,,
West,Weekly,2020-10-04 00:00:00,Conventional,0.998669094,7177709.97,2823606.5,2935768.38,118679.19,1299637.38,,,
West,Weekly,2020-10-04 00:00:00,Organic,1.782420893,248822.79,88245.32,84283.11,1225.9,75066.57,,,
West Tex/New Mexico,Weekly,2020-10-04 00:00:00,Conventional,0.753949899,973207.84,421462.31,167562.7,15063.63,367501.69,,,
West Tex/New Mexico,Weekly,2020-10-04 00:00:00,Organic,1.28600021,33592.67,7688.45,1592.71,2131.52,22178.1,,,
Wichita,Weekly,2020-10-04 00:00:00,Conventional,0.79700942,104617.94,75193.99,7754.98,1.09,21667.88,,,
Wichita,Weekly,2020-10-04 00:00:00,Organic,1.488644904,1787.85,1129.34,27.32,0.0,631.18,,,
Albany,Weekly,2020-10-11 00:00:00,Conventional,1.318533854,116040.36,10856.54,85783.8,41.58,19358.43,,,
Albany,Weekly,2020-10-11 00:00:00,Organic,1.729652481,2439.54,214.18,331.21,0.0,1894.16,,,
Atlanta,Weekly,2020-10-11 00:00:00,Conventional,0.831964311,771979.8,498691.78,105073.32,425.1,167786.77,,,
Atlanta,Weekly,2020-10-11 00:00:00,Organic,1.893792838,20988.69,405.33,12807.83,0.0,7775.52,,,
Baltimore/Washington,Weekly,2020-10-11 00:00:00,Conventional,1.163701741,922982.98,117112.81,431985.87,36911.22,336973.09,,,
Baltimore/Washington,Weekly,2020-10-11 00:00:00,Organic,1.643554201,47401.66,972.85,5185.44,3.45,41239.91,,,
Birmingham/Montgomery,Weekly,2020-10-11 00:00:00,Conventional,0.895650568,314111.04,203655.68,17152.15,63.93,93184.95,,,
Birmingham/Montgomery,Weekly,2020-10-11 00:00:00,Organic,1.402591865,9055.55,78.55,577.8,0.0,8399.2,,,
Boise,Weekly,2020-10-11 00:00:00,Conventional,1.186855448,112059.86,56267.22,21440.23,10452.97,23899.44,,,
Boise,Weekly,2020-10-11 00:00:00,Organic,1.967930197,5355.44,959.19,2788.7,0.0,1607.55,,,
Boston,Weekly,2020-10-11 00:00:00,Conventional,1.381582133,626839.66,22524.65,465066.42,424.56,138818.36,,,
Boston,Weekly,2020-10-11 00:00:00,Organic,1.8181296,27750.03,291.51,2377.32,0.0,25077.0,,,
Buffalo/Rochester,Weekly,2020-10-11 00:00:00,Conventional,1.039891673,183380.32,23288.27,49909.12,2458.12,107724.81,,,
Buffalo/Rochester,Weekly,2020-10-11 00:00:00,Organic,1.616811093,12538.88,470.59,117.82,0.0,11950.47,,,
California,Weekly,2020-10-11 00:00:00,Conventional,1.128790318,6619544.9,3182163.43,1890617.73,414835.13,1131919.16,,,
California,Weekly,2020-10-11 00:00:00,Organic,1.77740322,283873.59,121288.11,62576.89,5.55,99996.95,,,
Charlotte,Weekly,2020-10-11 00:00:00,Conventional,1.146650077,311548.4,145349.52,52581.71,4134.2,109482.97,,,
Charlotte,Weekly,2020-10-11 00:00:00,Organic,1.588292847,16924.06,6770.78,3491.6,15.75,6645.92,,,
Chicago,Weekly,2020-10-11 00:00:00,Conventional,1.284983488,824573.21,199997.92,262302.12,136104.44,226168.73,,,
Chicago,Weekly,2020-10-11 00:00:00,Organic,1.949151586,30963.41,13467.57,5731.07,0.0,11764.77,,,
Cincinnati/Dayton,Weekly,2020-10-11 00:00:00,Conventional,0.94060565,293592.94,179673.51,70439.64,16652.96,26826.57,,,
Cincinnati/Dayton,Weekly,2020-10-11 00:00:00,Organic,1.707774538,13966.73,292.36,11629.1,0.0,2045.28,,,
Columbus,Weekly,2020-10-11 00:00:00,Conventional,0.837146175,257399.79,153599.2,67542.91,5294.14,30963.55,,,
Columbus,Weekly,2020-10-11 00:00:00,Organic,1.576881045,8042.76,950.84,4748.65,0.0,2343.26,,,
Dallas/Ft. Worth,Weekly,2020-10-11 00:00:00,Conventional,0.724567769,1560889.17,737936.39,417132.67,12513.11,393301.6,,,
Dallas/Ft. Worth,Weekly,2020-10-11 00:00:00,Organic,1.427432351,32506.51,11980.29,58.78,292.61,20174.83,,,
Denver,Weekly,2020-10-11 00:00:00,Conventional,1.140322261,954170.32,364360.76,366902.89,15741.81,207162.97,,,
Denver,Weekly,2020-10-11 00:00:00,Organic,1.478221855,33823.45,24000.42,2135.59,0.0,7687.44,,,
Detroit,Weekly,2020-10-11 00:00:00,Conventional,0.953605345,457768.8,257239.39,64054.84,53926.07,82548.5,,,
Detroit,Weekly,2020-10-11 00:00:00,Organic,1.307786149,21768.3,363.08,7005.07,0.0,14400.16,,,
Grand Rapids,Weekly,2020-10-11 00:00:00,Conventional,1.323879647,153751.48,16923.06,51774.22,49731.63,35322.57,,,
Grand Rapids,Weekly,2020-10-11 00:00:00,Organic,1.317236041,6338.41,26.32,1014.7,0.0,5297.4,,,
Great Lakes,Weekly,2020-10-11 00:00:00,Conventional,1.04256434,3808951.14,1575926.81,1087760.24,376472.6,768791.24,,,
Great Lakes,Weekly,2020-10-11 00:00:00,Organic,1.613826363,140765.12,25199.43,46256.91,0.0,69308.78,,,
Harrisburg/Scranton,Weekly,2020-10-11 00:00:00,Conventional,1.021641706,350187.46,125581.13,110411.57,126.31,114068.46,,,
Harrisburg/Scranton,Weekly,2020-10-11 00:00:00,Organic,1.468338402,14651.33,208.43,373.01,0.0,14069.89,,,
Hartford/Springfield,Weekly,2020-10-11 00:00:00,Conventional,1.323993998,323870.0,10510.89,246444.95,369.5,66544.65,,,
Hartford/Springfield,Weekly,2020-10-11 00:00:00,Organic,1.823334413,15615.63,334.96,4970.42,0.0,10309.31,,,
Houston,Weekly,2020-10-11 00:00:00,Conventional,0.7664275,1242930.67,564623.3,485946.93,4955.74,187404.71,,,
Houston,Weekly,2020-10-11 00:00:00,Organic,1.628059706,9995.42,8723.45,0.0,0.0,1271.03,,,
Indianapolis,Weekly,2020-10-11 00:00:00,Conventional,0.893109678,243350.1,135266.34,56759.29,7327.76,43996.72,,,
Indianapolis,Weekly,2020-10-11 00:00:00,Organic,1.532277889,6963.29,393.97,3067.84,0.0,3501.48,,,
Jacksonville,Weekly,2020-10-11 00:00:00,Conventional,1.004449513,230917.55,140933.49,28759.46,50.3,61174.3,,,
Jacksonville,Weekly,2020-10-11 00:00:00,Organic,1.289446704,9782.85,35.78,211.81,0.0,9535.26,,,
Las Vegas,Weekly,2020-10-11 00:00:00,Conventional,0.96574413,400986.47,102998.94,191387.87,81.15,106518.51,,,
Las Vegas,Weekly,2020-10-11 00:00:00,Organic,1.58872287,12844.73,6211.41,2462.93,0.0,4168.5,,,
Los Angeles,Weekly,2020-10-11 00:00:00,Conventional,1.072612426,3236611.26,1846433.68,498662.3,298383.41,593128.08,,,
Los Angeles,Weekly,2020-10-11 00:00:00,Organic,1.682189365,126655.39,73032.95,30865.93,1.4,22752.06,,,
Louisville,Weekly,2020-10-11 00:00:00,Conventional,1.041866701,99033.49,44169.52,29628.35,25.29,25210.33,,,
Louisville,Weekly,2020-10-11 00:00:00,Organic,1.688979815,5656.19,78.31,3992.03,0.0,1585.85,,,
Miami/Ft. Lauderdale,Weekly,2020-10-11 00:00:00,Conventional,1.002804131,916760.27,648233.5,47228.77,368.07,220922.03,,,
Miami/Ft. Lauderdale,Weekly,2020-10-11 00:00:00,Organic,1.471308975,32006.55,157.6,2683.01,0.0,29165.94,,,
Midsouth,Weekly,2020-10-11 00:00:00,Conventional,1.050845694,3630593.76,1450488.32,978012.79,53526.88,1148561.99,,,
Midsouth,Weekly,2020-10-11 00:00:00,Organic,1.610669578,191957.97,38866.27,48376.14,115.62,104599.94,,,
Nashville,Weekly,2020-10-11 00:00:00,Conventional,0.858650292,273846.21,153888.26,45918.01,20.04,74019.9,,,
Nashville,Weekly,2020-10-11 00:00:00,Organic,1.802143499,10966.93,456.22,6064.48,0.0,4446.23,,,
New Orleans/Mobile,Weekly,2020-10-11 00:00:00,Conventional,0.828502244,330925.27,177878.11,19477.12,41.74,133528.31,,,
New Orleans/Mobile,Weekly,2020-10-11 00:00:00,Organic,1.14928251,10986.56,347.65,0.0,0.0,10638.91,,,
New York,Weekly,2020-10-11 00:00:00,Conventional,1.122137359,1989952.81,97083.5,1233714.45,997.57,658157.29,,,
New York,Weekly,2020-10-11 00:00:00,Organic,1.681799543,80051.18,9453.21,13627.01,701.86,56260.91,,,
Northeast,Weekly,2020-10-11 00:00:00,Conventional,1.152400047,5443603.72,622282.12,3185341.26,7919.41,1628055.26,,,
Northeast,Weekly,2020-10-11 00:00:00,Organic,1.699749639,229260.77,20720.53,29073.95,711.0,178741.96,,,
Northern New England,Weekly,2020-10-11 00:00:00,Conventional,1.177850061,451153.07,20960.59,368887.31,150.52,61154.64,,,
Northern New England,Weekly,2020-10-11 00:00:00,Organic,1.928990857,13613.43,1899.59,553.1,0.0,11160.73,,,
Orlando,Weekly,2020-10-11 00:00:00,Conventional,0.952477439,550772.16,281344.05,82825.53,44.73,186547.93,,,
Orlando,Weekly,2020-10-11 00:00:00,Organic,1.295146579,23039.89,30.1,141.75,0.0,22868.04,,,
Peoria/Springfield,Weekly,2020-10-11 00:00:00,Conventional,0.963494663,119575.51,59232.93,28039.67,1904.23,30398.68,,,
Peoria/Springfield,Weekly,2020-10-11 00:00:00,Organic,1.776085059,3395.54,362.59,1129.35,0.0,1903.6,,,
Philadelphia,Weekly,2020-10-11 00:00:00,Conventional,0.979634145,626280.02,138828.61,235945.76,914.27,250591.39,,,
Philadelphia,Weekly,2020-10-11 00:00:00,Organic,1.615934879,29168.55,3206.0,4050.74,0.0,21911.81,,,
Phoenix/Tucson,Weekly,2020-10-11 00:00:00,Conventional,0.890221629,1251924.41,558590.49,539842.9,3426.7,150064.32,,,
Phoenix/Tucson,Weekly,2020-10-11 00:00:00,Organic,1.365280253,27353.27,10038.49,4190.3,0.0,13124.48,,,
Pittsburgh,Weekly,2020-10-11 00:00:00,Conventional,0.950644225,149965.5,97943.83,14976.65,38.81,37006.2,,,
Pittsburgh,Weekly,2020-10-11 00:00:00,Organic,1.635819264,7062.1,2453.24,5.66,0.0,4603.2,,,
Plains,Weekly,2020-10-11 00:00:00,Conventional,0.955468268,1950287.81,992623.4,491558.95,4066.77,462038.7,,,
Plains,Weekly,2020-10-11 00:00:00,Organic,1.556604563,45505.9,16504.39,3374.88,30.86,25595.77,,,
Portland,Weekly,2020-10-11 00:00:00,Conventional,1.187882219,634544.62,298294.68,227885.42,27426.16,80938.36,,,
Portland,Weekly,2020-10-11 00:00:00,Organic,2.02740771,32073.31,4953.57,24248.63,4.04,2867.07,,,
Providence,Weekly,2020-10-11 00:00:00,Conventional,1.465031544,88212.4,5395.31,70226.11,8.27,12582.71,,,
Providence,Weekly,2020-10-11 00:00:00,Organic,1.760185005,4240.13,24.73,10.99,0.0,4204.4,,,
Raleigh/Greensboro,Weekly,2020-10-11 00:00:00,Conventional,1.064910544,413114.19,199217.9,68266.83,3652.29,141976.22,,,
Raleigh/Greensboro,Weekly,2020-10-11 00:00:00,Organic,1.528281253,24418.42,11979.54,3662.13,52.06,8724.68,,,
Richmond/Norfolk,Weekly,2020-10-11 00:00:00,Conventional,1.054581387,282973.49,124662.54,71158.71,1187.62,85964.62,,,
Richmond/Norfolk,Weekly,2020-10-11 00:00:00,Organic,1.5639679,15885.98,3341.33,3396.47,6.57,9141.61,,,
Roanoke,Weekly,2020-10-11 00:00:00,Conventional,0.992660143,166392.14,87329.23,35289.71,222.11,43551.1,,,
Roanoke,Weekly,2020-10-11 00:00:00,Organic,1.640841647,8384.08,1025.22,3651.32,0.0,3707.54,,,
Sacramento,Weekly,2020-10-11 00:00:00,Conventional,1.167273796,521833.92,178306.54,249157.47,5391.68,88978.24,,,
Sacramento,Weekly,2020-10-11 00:00:00,Organic,1.913844833,15883.35,4188.21,2618.32,0.0,9075.87,,,
San Diego,Weekly,2020-10-11 00:00:00,Conventional,1.001775375,604059.16,281270.26,185073.44,42865.95,94849.52,,,
San Diego,Weekly,2020-10-11 00:00:00,Organic,1.584909368,34169.07,11945.36,11343.98,0.0,10877.63,,,
San Francisco,Weekly,2020-10-11 00:00:00,Conventional,1.421986251,850374.99,265649.34,429064.73,11845.32,143812.77,,,
San Francisco,Weekly,2020-10-11 00:00:00,Organic,2.053715066,57331.62,15963.88,6198.84,0.0,35168.9,,,
Seattle,Weekly,2020-10-11 00:00:00,Conventional,1.396840872,581735.46,206660.49,293778.35,2656.03,78640.6,,,
Seattle,Weekly,2020-10-11 00:00:00,Organic,2.20414234,44904.78,11967.5,27995.75,11.25,4930.28,,,
South Carolina,Weekly,2020-10-11 00:00:00,Conventional,0.989180967,469316.2,274957.93,59016.0,1466.56,133874.77,,,
South Carolina,Weekly,2020-10-11 00:00:00,Organic,1.532630182,23113.04,4870.59,4347.47,32.09,13862.89,,,
South Central,Weekly,2020-10-11 00:00:00,Conventional,0.745388222,6070042.1,3257722.23,1323715.43,87908.03,1399515.23,,,
South Central,Weekly,2020-10-11 00:00:00,Organic,1.380692245,110492.12,28067.84,3263.58,1812.04,77346.76,,,
Southeast,Weekly,2020-10-11 00:00:00,Conventional,0.933776445,5036396.54,3076522.74,574653.26,3481.59,1381646.66,,,
Southeast,Weekly,2020-10-11 00:00:00,Organic,1.42671983,184579.83,6793.36,27095.93,34.76,150654.82,,,
Spokane,Weekly,2020-10-11 00:00:00,Conventional,1.199451407,81116.2,41194.49,26925.26,70.45,12926.01,,,
Spokane,Weekly,2020-10-11 00:00:00,Organic,2.298344255,3064.7,536.4,1733.06,0.0,795.24,,,
St. Louis,Weekly,2020-10-11 00:00:00,Conventional,0.929317605,200812.14,128502.32,17542.55,141.8,54625.48,,,
St. Louis,Weekly,2020-10-11 00:00:00,Organic,2.081867849,4957.24,1929.68,974.94,0.0,2052.62,,,
Syracuse,Weekly,2020-10-11 00:00:00,Conventional,1.185514011,82022.27,11852.68,35520.91,651.63,33997.06,,,
Syracuse,Weekly,2020-10-11 00:00:00,Organic,1.63401006,4192.55,297.45,96.28,0.0,3798.82,,,
Tampa,Weekly,2020-10-11 00:00:00,Conventional,0.941502686,531767.93,278321.61,86315.21,192.73,166937.43,,,
Tampa,Weekly,2020-10-11 00:00:00,Organic,1.180542988,20792.02,52.17,103.95,0.0,20635.89,,,
Toledo,Weekly,2020-10-11 00:00:00,Conventional,0.892245391,133182.08,62388.93,39697.4,10963.9,20131.86,,,
Toledo,Weekly,2020-10-11 00:00:00,Organic,1.456068541,3864.84,88.38,2230.42,0.0,1546.03,,,
Total U.S.,Weekly,2020-10-11 00:00:00,Conventional,1.007372573,39459167.54,17121982.23,12129845.15,1056771.43,9149221.14,,,
Total U.S.,Weekly,2020-10-11 00:00:00,Organic,1.636647181,1438712.32,346924.85,307902.76,3964.07,779896.49,,,
West,Weekly,2020-10-11 00:00:00,Conventional,1.033035017,6899747.57,2964253.19,2598185.5,108561.02,1228692.9,,,
West,Weekly,2020-10-11 00:00:00,Organic,1.733552205,252277.02,89484.92,87884.48,1254.24,73651.49,,,
West Tex/New Mexico,Weekly,2020-10-11 00:00:00,Conventional,0.726358671,975996.38,512486.06,173869.68,15755.88,273064.07,,,
West Tex/New Mexico,Weekly,2020-10-11 00:00:00,Organic,1.239561578,27513.96,5458.45,1462.6,2341.82,18251.1,,,
Wichita,Weekly,2020-10-11 00:00:00,Conventional,0.742156533,113070.26,82819.27,6608.98,14.21,23627.8,,,
Wichita,Weekly,2020-10-11 00:00:00,Organic,1.500452051,2248.88,1576.06,17.49,0.0,655.33,,,
Albany,Weekly,2020-10-18 00:00:00,Conventional,1.087782142,105954.93,11384.6,77947.56,9.1,16613.67,,,
Albany,Weekly,2020-10-18 00:00:00,Organic,1.72837211,2700.71,280.25,360.05,0.0,2060.41,,,
Atlanta,Weekly,2020-10-18 00:00:00,Conventional,0.82052344,807152.18,560906.91,77069.02,47.52,169127.79,,,
Atlanta,Weekly,2020-10-18 00:00:00,Organic,1.651887577,23732.6,132.65,14886.62,0.0,8713.33,,,
Baltimore/Washington,Weekly,2020-10-18 00:00:00,Conventional,1.194076552,904884.08,151587.26,353783.82,23920.28,375591.78,,,
Baltimore/Washington,Weekly,2020-10-18 00:00:00,Organic,1.607448968,48024.45,998.72,5298.37,11.52,41715.85,,,
Birmingham/Montgomery,Weekly,2020-10-18 00:00:00,Conventional,0.834189307,330434.71,225727.25,16416.33,45.94,88211.15,,,
Birmingham/Montgomery,Weekly,2020-10-18 00:00:00,Organic,1.313553802,9127.87,84.12,943.77,0.0,8099.99,,,
Boise,Weekly,2020-10-18 00:00:00,Conventional,1.12899288,111858.91,52611.73,28009.43,10219.55,21018.2,,,
Boise,Weekly,2020-10-18 00:00:00,Organic,1.825988679,4993.38,1922.07,1479.51,0.0,1591.8,,,
Boston,Weekly,2020-10-18 00:00:00,Conventional,1.315669494,617083.12,22204.93,456617.34,328.67,137932.19,,,
Boston,Weekly,2020-10-18 00:00:00,Organic,1.81669778,26684.31,326.19,2432.17,0.0,23925.96,,,
Buffalo/Rochester,Weekly,2020-10-18 00:00:00,Conventional,1.06038217,181093.95,25900.35,51543.92,2336.85,101312.84,,,
Buffalo/Rochester,Weekly,2020-10-18 00:00:00,Organic,1.682092516,11230.99,537.64,141.28,0.0,10552.07,,,
California,Weekly,2020-10-18 00:00:00,Conventional,1.169952046,6098793.64,2681118.94,1555828.66,667867.35,1193962.41,,,
California,Weekly,2020-10-18 00:00:00,Organic,1.812770846,279931.84,108753.64,68003.9,31.01,103138.57,,,
Charlotte,Weekly,2020-10-18 00:00:00,Conventional,1.093100494,322633.91,157317.76,52104.76,4862.98,108348.41,,,
Charlotte,Weekly,2020-10-18 00:00:00,Organic,1.633368242,16024.78,3106.79,4364.97,30.38,8522.64,,,
Chicago,Weekly,2020-10-18 00:00:00,Conventional,1.147975901,912753.36,169348.33,203649.13,128693.91,411061.05,,,
Chicago,Weekly,2020-10-18 00:00:00,Organic,1.927434786,30029.38,10942.31,7351.71,0.0,11735.35,,,
Cincinnati/Dayton,Weekly,2020-10-18 00:00:00,Conventional,1.08563287,257581.36,172706.86,46642.94,11109.18,27122.39,,,
Cincinnati/Dayton,Weekly,2020-10-18 00:00:00,Organic,1.791966589,14244.31,294.85,11546.94,0.0,2402.52,,,
Columbus,Weekly,2020-10-18 00:00:00,Conventional,0.998988908,214903.68,131705.59,42990.62,5883.33,34324.13,,,
Columbus,Weekly,2020-10-18 00:00:00,Organic,1.578064476,7614.25,711.17,4268.05,0.0,2635.03,,,
Dallas/Ft. Worth,Weekly,2020-10-18 00:00:00,Conventional,0.777020967,1457021.91,687497.09,405847.44,15503.9,348171.26,,,
Dallas/Ft. Worth,Weekly,2020-10-18 00:00:00,Organic,1.312365446,34601.37,12591.26,76.66,132.88,21800.56,,,
Denver,Weekly,2020-10-18 00:00:00,Conventional,0.976405983,994415.28,309794.75,451436.79,22326.33,210856.47,,,
Denver,Weekly,2020-10-18 00:00:00,Organic,1.430994211,37681.97,27880.24,1954.29,0.0,7847.44,,,
Detroit,Weekly,2020-10-18 00:00:00,Conventional,1.066985795,394074.0,162763.83,91570.75,49626.99,90112.43,,,
Detroit,Weekly,2020-10-18 00:00:00,Organic,1.311742644,23103.93,356.45,6747.97,0.0,15999.52,,,
Grand Rapids,Weekly,2020-10-18 00:00:00,Conventional,1.259069209,174226.78,14373.85,70099.93,52734.47,37018.53,,,
Grand Rapids,Weekly,2020-10-18 00:00:00,Organic,1.361249435,5044.64,32.8,719.9,0.0,4291.94,,,
Great Lakes,Weekly,2020-10-18 00:00:00,Conventional,1.072464546,3661587.85,1299072.53,997745.42,359657.87,1005108.25,,,
Great Lakes,Weekly,2020-10-18 00:00:00,Organic,1.607856733,141378.3,21678.13,45486.05,0.0,74214.12,,,
Harrisburg/Scranton,Weekly,2020-10-18 00:00:00,Conventional,1.009384478,343864.29,124417.36,101341.18,106.4,117999.35,,,
Harrisburg/Scranton,Weekly,2020-10-18 00:00:00,Organic,1.50483774,14545.72,184.48,337.19,0.0,14024.04,,,
Hartford/Springfield,Weekly,2020-10-18 00:00:00,Conventional,1.31947729,308220.25,14208.58,231413.58,242.73,62355.36,,,
Hartford/Springfield,Weekly,2020-10-18 00:00:00,Organic,1.837199645,13735.69,363.61,4463.22,0.0,8908.86,,,
Houston,Weekly,2020-10-18 00:00:00,Conventional,0.863755643,1038876.84,530337.65,303927.47,6363.66,198247.11,,,
Houston,Weekly,2020-10-18 00:00:00,Organic,1.709197723,10396.21,9339.51,0.0,0.0,1056.69,,,
Indianapolis,Weekly,2020-10-18 00:00:00,Conventional,0.978924278,219724.3,104908.3,58296.54,7465.63,49053.82,,,
Indianapolis,Weekly,2020-10-18 00:00:00,Organic,1.577452062,6682.95,267.49,3202.65,0.0,3212.8,,,
Jacksonville,Weekly,2020-10-18 00:00:00,Conventional,0.972913982,231442.0,136238.3,34469.8,135.35,60597.6,,,
Jacksonville,Weekly,2020-10-18 00:00:00,Organic,1.257669753,10548.77,97.88,298.27,0.0,10152.63,,,
Las Vegas,Weekly,2020-10-18 00:00:00,Conventional,0.920490874,403953.62,95313.53,198303.38,144.88,110190.88,,,
Las Vegas,Weekly,2020-10-18 00:00:00,Organic,1.54840068,13750.01,6625.48,2569.11,0.0,4555.43,,,
Los Angeles,Weekly,2020-10-18 00:00:00,Conventional,1.117580765,2896181.1,1478909.88,296120.26,498484.32,622663.81,,,
Los Angeles,Weekly,2020-10-18 00:00:00,Organic,1.706019835,121659.29,64535.69,32700.04,4.21,24418.41,,,
Louisville,Weekly,2020-10-18 00:00:00,Conventional,0.86141582,134125.35,85464.29,24146.12,30.55,24484.39,,,
Louisville,Weekly,2020-10-18 00:00:00,Organic,1.62775417,4661.54,7.42,3380.68,0.0,1273.44,,,
Miami/Ft. Lauderdale,Weekly,2020-10-18 00:00:00,Conventional,0.993292828,895587.78,618181.5,47976.51,308.37,229116.62,,,
